'Time';'ECG1';'ECG2'
'[09:02:55.532]';0.035;-0.08
'[09:02:55.536]';0.03;-0.06
'[09:02:55.540]';0.03;-0.08
'[09:02:55.544]';0.055;-0.085
'[09:02:55.548]';0.065;-0.08
'[09:02:55.552]';0.045;-0.08
'[09:02:55.556]';0.01;-0.08
'[09:02:55.560]';-0.01;-0.045
'[09:02:55.564]';0;0
'[09:02:55.568]';0;0.01
'[09:02:55.572]';0;0
'[09:02:55.576]';-0.005;-0.035
'[09:02:55.580]';0.035;-0.075
'[09:02:55.584]';0.06;-0.06
'[09:02:55.588]';0.07;-0.04
'[09:02:55.592]';0.075;-0.015
'[09:02:55.596]';0.01;-0.015
'[09:02:55.600]';-0.115;-0.01
'[09:02:55.604]';-0.235;0.005
'[09:02:55.608]';-0.305;0.025
'[09:02:55.612]';-0.28;0.035
'[09:02:55.616]';-0.245;0.01
'[09:02:55.620]';-0.23;-0.045
'[09:02:55.624]';-0.16;-0.08
'[09:02:55.628]';-0.11;-0.13
'[09:02:55.632]';-0.075;-0.125
'[09:02:55.636]';-0.045;-0.135
'[09:02:55.640]';-0.01;-0.145
'[09:02:55.644]';0.005;-0.145
'[09:02:55.648]';0.025;-0.15
'[09:02:55.652]';0.045;-0.115
'[09:02:55.656]';0.075;-0.09
'[09:02:55.660]';0.08;-0.095
'[09:02:55.664]';0.12;-0.1
'[09:02:55.668]';0.11;-0.11
'[09:02:55.672]';0.105;-0.13
'[09:02:55.676]';0.065;-0.145
'[09:02:55.680]';0.035;-0.155
'[09:02:55.684]';0.035;-0.135
'[09:02:55.688]';0.08;-0.14
'[09:02:55.692]';0.105;-0.135
'[09:02:55.696]';0.125;-0.145
'[09:02:55.700]';0.055;-0.135
'[09:02:55.704]';0.01;-0.14
'[09:02:55.708]';0.04;-0.125
'[09:02:55.712]';0.06;-0.125
'[09:02:55.716]';0.06;-0.11
'[09:02:55.720]';0.045;-0.115
'[09:02:55.724]';0.04;-0.125
'[09:02:55.728]';0.05;-0.13
'[09:02:55.732]';0.055;-0.13
'[09:02:55.736]';0.06;-0.12
'[09:02:55.740]';0.06;-0.11
'[09:02:55.744]';0.035;-0.125
'[09:02:55.748]';0.06;-0.15
'[09:02:55.752]';0.095;-0.165
'[09:02:55.756]';0.095;-0.14
'[09:02:55.760]';0.065;-0.145
'[09:02:55.764]';0.035;-0.14
'[09:02:55.768]';0.025;-0.135
'[09:02:55.772]';0.015;-0.135
'[09:02:55.776]';0.035;-0.13
'[09:02:55.780]';0.035;-0.14
'[09:02:55.784]';0.045;-0.11
'[09:02:55.788]';0.06;-0.12
'[09:02:55.792]';0.065;-0.12
'[09:02:55.796]';0.075;-0.12
'[09:02:55.800]';0.065;-0.135
'[09:02:55.804]';0.07;-0.125
'[09:02:55.808]';0.075;-0.105
'[09:02:55.812]';0.08;-0.12
'[09:02:55.816]';0.085;-0.125
'[09:02:55.820]';0.055;-0.125
'[09:02:55.824]';0.015;-0.125
'[09:02:55.828]';0.025;-0.13
'[09:02:55.832]';0.055;-0.135
'[09:02:55.836]';0.05;-0.125
'[09:02:55.840]';0.075;-0.115
'[09:02:55.844]';0.055;-0.125
'[09:02:55.848]';0.045;-0.115
'[09:02:55.852]';0.025;-0.13
'[09:02:55.856]';0.025;-0.12
'[09:02:55.860]';0.045;-0.13
'[09:02:55.864]';0.025;-0.115
'[09:02:55.868]';0.035;-0.11
'[09:02:55.872]';0.055;-0.1
'[09:02:55.876]';0.04;-0.09
'[09:02:55.880]';0.04;-0.09
'[09:02:55.884]';0.005;-0.09
'[09:02:55.888]';0.005;-0.1
'[09:02:55.892]';0.005;-0.11
'[09:02:55.896]';0.02;-0.09
'[09:02:55.900]';0.03;-0.095
'[09:02:55.904]';0.04;-0.065
'[09:02:55.908]';0.02;-0.075
'[09:02:55.912]';0.025;-0.08
'[09:02:55.916]';0.035;-0.08
'[09:02:55.920]';0.025;-0.105
'[09:02:55.924]';0.025;-0.115
'[09:02:55.928]';0.015;-0.1
'[09:02:55.932]';0.025;-0.105
'[09:02:55.936]';0.025;-0.12
'[09:02:55.940]';0.02;-0.125
'[09:02:55.944]';0.045;-0.125
'[09:02:55.948]';0.055;-0.115
'[09:02:55.952]';0.055;-0.12
'[09:02:55.956]';0.045;-0.14
'[09:02:55.960]';0.07;-0.125
'[09:02:55.964]';0.1;-0.13
'[09:02:55.968]';0.095;-0.14
'[09:02:55.972]';0.115;-0.14
'[09:02:55.976]';0.14;-0.145
'[09:02:55.980]';0.095;-0.14
'[09:02:55.984]';-0.025;-0.15
'[09:02:55.988]';-0.035;-0.15
'[09:02:55.992]';0.03;-0.175
'[09:02:55.996]';0.045;-0.18
'[09:02:56.000]';0.01;-0.17
'[09:02:56.004]';-0.005;-0.16
'[09:02:56.008]';-0.01;-0.165
'[09:02:56.012]';-0.01;-0.155
'[09:02:56.016]';0.01;-0.155
'[09:02:56.020]';0.005;-0.145
'[09:02:56.024]';0.025;-0.145
'[09:02:56.028]';0.035;-0.14
'[09:02:56.032]';0.045;-0.15
'[09:02:56.036]';0.05;-0.135
'[09:02:56.040]';0.035;-0.135
'[09:02:56.044]';0.025;-0.13
'[09:02:56.048]';0.035;-0.14
'[09:02:56.052]';0.03;-0.12
'[09:02:56.056]';0.025;-0.105
'[09:02:56.060]';0.015;-0.11
'[09:02:56.064]';0.025;-0.11
'[09:02:56.068]';0.035;-0.14
'[09:02:56.072]';0.055;-0.165
'[09:02:56.076]';0.055;-0.14
'[09:02:56.080]';0.065;-0.14
'[09:02:56.084]';0.075;-0.135
'[09:02:56.088]';0.11;-0.14
'[09:02:56.092]';0.105;-0.11
'[09:02:56.096]';0.07;-0.105
'[09:02:56.100]';0.04;-0.105
'[09:02:56.104]';0.025;-0.105
'[09:02:56.108]';-0.02;-0.09
'[09:02:56.112]';-0.035;-0.06
'[09:02:56.116]';-0.03;-0.035
'[09:02:56.120]';-0.03;-0.025
'[09:02:56.124]';-0.015;-0.025
'[09:02:56.128]';0.005;-0.055
'[09:02:56.132]';0.075;-0.065
'[09:02:56.136]';0.115;-0.06
'[09:02:56.140]';0.075;-0.04
'[09:02:56.144]';-0.055;-0.045
'[09:02:56.148]';-0.235;-0.035
'[09:02:56.152]';-0.35;-0.015
'[09:02:56.156]';-0.35;0
'[09:02:56.160]';-0.32;-0.005
'[09:02:56.164]';-0.27;-0.045
'[09:02:56.168]';-0.18;-0.09
'[09:02:56.172]';-0.07;-0.16
'[09:02:56.176]';-0.005;-0.175
'[09:02:56.180]';-0.015;-0.175
'[09:02:56.184]';-0.065;-0.19
'[09:02:56.188]';-0.03;-0.2
'[09:02:56.192]';0.02;-0.195
'[09:02:56.196]';0.07;-0.165
'[09:02:56.200]';0.035;-0.145
'[09:02:56.204]';0.01;-0.15
'[09:02:56.208]';0.01;-0.155
'[09:02:56.212]';0.04;-0.18
'[09:02:56.216]';0.035;-0.195
'[09:02:56.220]';0.02;-0.21
'[09:02:56.224]';0.015;-0.2
'[09:02:56.228]';0.015;-0.205
'[09:02:56.232]';0.03;-0.2
'[09:02:56.236]';0.075;-0.195
'[09:02:56.240]';0.075;-0.21
'[09:02:56.244]';0.01;-0.21
'[09:02:56.248]';-0.005;-0.2
'[09:02:56.252]';-0.005;-0.2
'[09:02:56.256]';0.015;-0.205
'[09:02:56.260]';0.04;-0.195
'[09:02:56.264]';0.03;-0.205
'[09:02:56.268]';0.035;-0.195
'[09:02:56.272]';0.05;-0.21
'[09:02:56.276]';0.05;-0.21
'[09:02:56.280]';0.07;-0.2
'[09:02:56.284]';0.06;-0.18
'[09:02:56.288]';0.075;-0.18
'[09:02:56.292]';0.08;-0.19
'[09:02:56.296]';0.06;-0.185
'[09:02:56.300]';0.035;-0.205
'[09:02:56.304]';0.045;-0.195
'[09:02:56.308]';0.05;-0.185
'[09:02:56.312]';0.045;-0.18
'[09:02:56.316]';0.025;-0.185
'[09:02:56.320]';0.015;-0.195
'[09:02:56.324]';-0.005;-0.21
'[09:02:56.328]';-0.015;-0.205
'[09:02:56.332]';0.03;-0.2
'[09:02:56.336]';0.05;-0.195
'[09:02:56.340]';0.015;-0.185
'[09:02:56.344]';-0.005;-0.18
'[09:02:56.348]';-0.005;-0.195
'[09:02:56.352]';0.015;-0.185
'[09:02:56.356]';0.035;-0.19
'[09:02:56.360]';0.035;-0.18
'[09:02:56.364]';0.025;-0.195
'[09:02:56.368]';0.015;-0.18
'[09:02:56.372]';0.02;-0.185
'[09:02:56.376]';0.01;-0.16
'[09:02:56.380]';0.02;-0.185
'[09:02:56.384]';0.04;-0.2
'[09:02:56.388]';0.055;-0.185
'[09:02:56.392]';0.085;-0.185
'[09:02:56.396]';0.09;-0.17
'[09:02:56.400]';0.055;-0.165
'[09:02:56.404]';-0.005;-0.165
'[09:02:56.408]';-0.015;-0.17
'[09:02:56.412]';0.02;-0.165
'[09:02:56.416]';0.05;-0.175
'[09:02:56.420]';0.075;-0.165
'[09:02:56.424]';0.065;-0.165
'[09:02:56.428]';0.06;-0.145
'[09:02:56.432]';0.05;-0.15
'[09:02:56.436]';0;-0.155
'[09:02:56.440]';0;-0.17
'[09:02:56.444]';0.025;-0.175
'[09:02:56.448]';0.035;-0.16
'[09:02:56.452]';0.03;-0.145
'[09:02:56.456]';0.01;-0.145
'[09:02:56.460]';0.01;-0.16
'[09:02:56.464]';0.03;-0.18
'[09:02:56.468]';0.09;-0.18
'[09:02:56.472]';0.12;-0.175
'[09:02:56.476]';0.045;-0.16
'[09:02:56.480]';-0.02;-0.17
'[09:02:56.484]';-0.035;-0.175
'[09:02:56.488]';-0.005;-0.175
'[09:02:56.492]';0.015;-0.185
'[09:02:56.496]';0;-0.175
'[09:02:56.500]';0.045;-0.175
'[09:02:56.504]';0.065;-0.16
'[09:02:56.508]';0.035;-0.155
'[09:02:56.512]';0.015;-0.145
'[09:02:56.516]';0.03;-0.135
'[09:02:56.520]';0.015;-0.15
'[09:02:56.524]';0.01;-0.19
'[09:02:56.528]';0.04;-0.21
'[09:02:56.532]';0.05;-0.22
'[09:02:56.536]';0.02;-0.215
'[09:02:56.540]';-0.01;-0.21
'[09:02:56.544]';0;-0.205
'[09:02:56.548]';0.005;-0.205
'[09:02:56.552]';0.03;-0.195
'[09:02:56.556]';0.035;-0.185
'[09:02:56.560]';0.055;-0.165
'[09:02:56.564]';0.045;-0.145
'[09:02:56.568]';0.035;-0.135
'[09:02:56.572]';0.025;-0.14
'[09:02:56.576]';0.035;-0.16
'[09:02:56.580]';0.045;-0.19
'[09:02:56.584]';0.06;-0.175
'[09:02:56.588]';0.055;-0.155
'[09:02:56.592]';0.015;-0.13
'[09:02:56.596]';-0.01;-0.145
'[09:02:56.600]';0.02;-0.18
'[09:02:56.604]';0.035;-0.195
'[09:02:56.608]';0.02;-0.185
'[09:02:56.612]';0.015;-0.175
'[09:02:56.616]';0;-0.175
'[09:02:56.620]';0.005;-0.175
'[09:02:56.624]';0.005;-0.175
'[09:02:56.628]';-0.005;-0.16
'[09:02:56.632]';0;-0.17
'[09:02:56.636]';0;-0.15
'[09:02:56.640]';0;-0.16
'[09:02:56.644]';0;-0.17
'[09:02:56.648]';0.015;-0.19
'[09:02:56.652]';-0.005;-0.205
'[09:02:56.656]';-0.015;-0.19
'[09:02:56.660]';-0.015;-0.195
'[09:02:56.664]';-0.005;-0.175
'[09:02:56.668]';0.005;-0.16
'[09:02:56.672]';0.025;-0.155
'[09:02:56.676]';0.045;-0.13
'[09:02:56.680]';0.035;-0.12
'[09:02:56.684]';0.03;-0.15
'[09:02:56.688]';0.02;-0.16
'[09:02:56.692]';-0.005;-0.185
'[09:02:56.696]';-0.045;-0.16
'[09:02:56.700]';-0.035;-0.1
'[09:02:56.704]';-0.04;-0.08
'[09:02:56.708]';-0.03;-0.095
'[09:02:56.712]';-0.01;-0.125
'[09:02:56.716]';0.095;-0.12
'[09:02:56.720]';0.165;-0.095
'[09:02:56.724]';0.095;-0.055
'[09:02:56.728]';-0.04;-0.04
'[09:02:56.732]';-0.175;-0.035
'[09:02:56.736]';-0.26;-0.02
'[09:02:56.740]';-0.31;-0.015
'[09:02:56.744]';-0.305;0.005
'[09:02:56.748]';-0.27;-0.02
'[09:02:56.752]';-0.26;-0.08
'[09:02:56.756]';-0.215;-0.14
'[09:02:56.760]';-0.175;-0.185
'[09:02:56.764]';-0.105;-0.19
'[09:02:56.768]';-0.045;-0.2
'[09:02:56.772]';-0.02;-0.195
'[09:02:56.776]';-0.025;-0.18
'[09:02:56.780]';-0.03;-0.19
'[09:02:56.784]';-0.02;-0.165
'[09:02:56.788]';-0.015;-0.17
'[09:02:56.792]';0;-0.195
'[09:02:56.796]';0;-0.235
'[09:02:56.800]';0.035;-0.25
'[09:02:56.804]';0.09;-0.24
'[09:02:56.808]';0.105;-0.24
'[09:02:56.812]';0.02;-0.23
'[09:02:56.816]';-0.045;-0.235
'[09:02:56.820]';-0.05;-0.25
'[09:02:56.824]';-0.005;-0.24
'[09:02:56.828]';0.035;-0.22
'[09:02:56.832]';0.055;-0.22
'[09:02:56.836]';0.03;-0.21
'[09:02:56.840]';0.015;-0.215
'[09:02:56.844]';0.02;-0.22
'[09:02:56.848]';0.035;-0.23
'[09:02:56.852]';0.025;-0.205
'[09:02:56.856]';0.025;-0.21
'[09:02:56.860]';0.03;-0.19
'[09:02:56.864]';0.015;-0.205
'[09:02:56.868]';0.015;-0.195
'[09:02:56.872]';0.035;-0.185
'[09:02:56.876]';0.085;-0.195
'[09:02:56.880]';0.07;-0.185
'[09:02:56.884]';0.03;-0.21
'[09:02:56.888]';-0.035;-0.24
'[09:02:56.892]';-0.045;-0.235
'[09:02:56.896]';-0.005;-0.23
'[09:02:56.900]';0.01;-0.225
'[09:02:56.904]';0.015;-0.23
'[09:02:56.908]';0.04;-0.21
'[09:02:56.912]';0.005;-0.225
'[09:02:56.916]';0.005;-0.23
'[09:02:56.920]';0.03;-0.24
'[09:02:56.924]';0.025;-0.235
'[09:02:56.928]';0.035;-0.23
'[09:02:56.932]';0.005;-0.22
'[09:02:56.936]';-0.02;-0.23
'[09:02:56.940]';-0.04;-0.24
'[09:02:56.944]';-0.055;-0.215
'[09:02:56.948]';-0.03;-0.215
'[09:02:56.952]';-0.025;-0.22
'[09:02:56.956]';-0.01;-0.215
'[09:02:56.960]';0.035;-0.22
'[09:02:56.964]';0.06;-0.215
'[09:02:56.968]';0.01;-0.225
'[09:02:56.972]';-0.05;-0.21
'[09:02:56.976]';-0.07;-0.22
'[09:02:56.980]';-0.045;-0.205
'[09:02:56.984]';-0.035;-0.195
'[09:02:56.988]';0.01;-0.16
'[09:02:56.992]';0.065;-0.16
'[09:02:56.996]';0.02;-0.175
'[09:02:57.000]';-0.05;-0.19
'[09:02:57.004]';-0.06;-0.205
'[09:02:57.008]';-0.02;-0.185
'[09:02:57.012]';-0.015;-0.17
'[09:02:57.016]';-0.03;-0.175
'[09:02:57.020]';-0.015;-0.18
'[09:02:57.024]';0;-0.18
'[09:02:57.028]';0.015;-0.18
'[09:02:57.032]';0.07;-0.185
'[09:02:57.036]';0.06;-0.185
'[09:02:57.040]';-0.02;-0.195
'[09:02:57.044]';-0.07;-0.19
'[09:02:57.048]';-0.06;-0.19
'[09:02:57.052]';-0.02;-0.18
'[09:02:57.056]';0.015;-0.19
'[09:02:57.060]';0.025;-0.19
'[09:02:57.064]';-0.035;-0.205
'[09:02:57.068]';-0.085;-0.19
'[09:02:57.072]';-0.065;-0.185
'[09:02:57.076]';-0.04;-0.2
'[09:02:57.080]';-0.03;-0.2
'[09:02:57.084]';-0.035;-0.205
'[09:02:57.088]';-0.03;-0.2
'[09:02:57.092]';-0.01;-0.2
'[09:02:57.096]';-0.02;-0.19
'[09:02:57.100]';0;-0.19
'[09:02:57.104]';0.02;-0.2
'[09:02:57.108]';0;-0.2
'[09:02:57.112]';-0.03;-0.185
'[09:02:57.116]';-0.02;-0.155
'[09:02:57.120]';-0.025;-0.14
'[09:02:57.124]';-0.005;-0.18
'[09:02:57.128]';0.035;-0.205
'[09:02:57.132]';0.085;-0.225
'[09:02:57.136]';0.045;-0.225
'[09:02:57.140]';-0.015;-0.225
'[09:02:57.144]';-0.015;-0.205
'[09:02:57.148]';0.055;-0.19
'[09:02:57.152]';0.045;-0.175
'[09:02:57.156]';-0.005;-0.18
'[09:02:57.160]';-0.09;-0.195
'[09:02:57.164]';-0.065;-0.195
'[09:02:57.168]';-0.02;-0.18
'[09:02:57.172]';0.035;-0.17
'[09:02:57.176]';0.035;-0.2
'[09:02:57.180]';-0.015;-0.215
'[09:02:57.184]';-0.045;-0.225
'[09:02:57.188]';-0.04;-0.21
'[09:02:57.192]';-0.015;-0.205
'[09:02:57.196]';-0.01;-0.2
'[09:02:57.200]';0;-0.205
'[09:02:57.204]';-0.005;-0.2
'[09:02:57.208]';-0.03;-0.21
'[09:02:57.212]';-0.025;-0.2
'[09:02:57.216]';-0.01;-0.195
'[09:02:57.220]';-0.02;-0.2
'[09:02:57.224]';-0.01;-0.2
'[09:02:57.228]';-0.035;-0.2
'[09:02:57.232]';-0.02;-0.18
'[09:02:57.236]';-0.01;-0.19
'[09:02:57.240]';0;-0.18
'[09:02:57.244]';0.005;-0.19
'[09:02:57.248]';-0.01;-0.18
'[09:02:57.252]';-0.005;-0.16
'[09:02:57.256]';0;-0.125
'[09:02:57.260]';0;-0.1
'[09:02:57.264]';-0.01;-0.08
'[09:02:57.268]';0.005;-0.095
'[09:02:57.272]';-0.015;-0.125
'[09:02:57.276]';-0.015;-0.13
'[09:02:57.280]';0.03;-0.115
'[09:02:57.284]';0.075;-0.085
'[09:02:57.288]';0;-0.075
'[09:02:57.292]';-0.11;-0.065
'[09:02:57.296]';-0.245;-0.05
'[09:02:57.300]';-0.35;-0.045
'[09:02:57.304]';-0.405;-0.025
'[09:02:57.308]';-0.415;-0.045
'[09:02:57.312]';-0.33;-0.085
'[09:02:57.316]';-0.24;-0.15
'[09:02:57.320]';-0.145;-0.195
'[09:02:57.324]';-0.085;-0.205
'[09:02:57.328]';-0.07;-0.225
'[09:02:57.332]';-0.065;-0.24
'[09:02:57.336]';-0.02;-0.23
'[09:02:57.340]';0;-0.235
'[09:02:57.344]';0.005;-0.215
'[09:02:57.348]';0.01;-0.215
'[09:02:57.352]';-0.04;-0.225
'[09:02:57.356]';-0.06;-0.23
'[09:02:57.360]';-0.02;-0.21
'[09:02:57.364]';0;-0.23
'[09:02:57.368]';-0.01;-0.225
'[09:02:57.372]';-0.005;-0.215
'[09:02:57.376]';0.035;-0.22
'[09:02:57.380]';0.04;-0.225
'[09:02:57.384]';0.055;-0.225
'[09:02:57.388]';0.08;-0.22
'[09:02:57.392]';0.115;-0.215
'[09:02:57.396]';0.01;-0.21
'[09:02:57.400]';-0.085;-0.19
'[09:02:57.404]';-0.095;-0.185
'[09:02:57.408]';-0.045;-0.18
'[09:02:57.412]';-0.005;-0.165
'[09:02:57.416]';-0.005;-0.18
'[09:02:57.420]';0.015;-0.19
'[09:02:57.424]';0.02;-0.21
'[09:02:57.428]';0.035;-0.21
'[09:02:57.432]';0.04;-0.205
'[09:02:57.436]';0.025;-0.215
'[09:02:57.440]';0.02;-0.225
'[09:02:57.444]';0.04;-0.23
'[09:02:57.448]';0.03;-0.21
'[09:02:57.452]';0.04;-0.21
'[09:02:57.456]';0.04;-0.2
'[09:02:57.460]';0.045;-0.195
'[09:02:57.464]';0.045;-0.175
'[09:02:57.468]';0.045;-0.165
'[09:02:57.472]';0.055;-0.19
'[09:02:57.476]';0.095;-0.235
'[09:02:57.480]';0.055;-0.245
'[09:02:57.484]';0;-0.24
'[09:02:57.488]';-0.02;-0.225
'[09:02:57.492]';0.075;-0.225
'[09:02:57.496]';0.165;-0.215
'[09:02:57.500]';0.125;-0.21
'[09:02:57.504]';-0.015;-0.19
'[09:02:57.508]';-0.115;-0.185
'[09:02:57.512]';-0.09;-0.205
'[09:02:57.516]';-0.025;-0.205
'[09:02:57.520]';-0.02;-0.195
'[09:02:57.524]';-0.01;-0.2
'[09:02:57.528]';-0.01;-0.18
'[09:02:57.532]';0.005;-0.18
'[09:02:57.536]';0;-0.175
'[09:02:57.540]';0.015;-0.17
'[09:02:57.544]';0.01;-0.17
'[09:02:57.548]';0;-0.17
'[09:02:57.552]';0.02;-0.175
'[09:02:57.556]';0.01;-0.16
'[09:02:57.560]';0.005;-0.16
'[09:02:57.564]';0.01;-0.155
'[09:02:57.568]';0.03;-0.15
'[09:02:57.572]';0.025;-0.145
'[09:02:57.576]';0.015;-0.15
'[09:02:57.580]';0.015;-0.155
'[09:02:57.584]';0.04;-0.165
'[09:02:57.588]';0.055;-0.18
'[09:02:57.592]';0.05;-0.185
'[09:02:57.596]';0.04;-0.19
'[09:02:57.600]';0;-0.165
'[09:02:57.604]';0.015;-0.165
'[09:02:57.608]';0.07;-0.17
'[09:02:57.612]';0.075;-0.175
'[09:02:57.616]';0.03;-0.185
'[09:02:57.620]';-0.04;-0.165
'[09:02:57.624]';-0.1;-0.16
'[09:02:57.628]';-0.075;-0.155
'[09:02:57.632]';-0.04;-0.16
'[09:02:57.636]';-0.025;-0.15
'[09:02:57.640]';0;-0.15
'[09:02:57.644]';0.02;-0.16
'[09:02:57.648]';0.03;-0.175
'[09:02:57.652]';0.035;-0.185
'[09:02:57.656]';0.105;-0.2
'[09:02:57.660]';0.145;-0.2
'[09:02:57.664]';0.08;-0.195
'[09:02:57.668]';-0.005;-0.185
'[09:02:57.672]';-0.01;-0.19
'[09:02:57.676]';0.045;-0.2
'[09:02:57.680]';0.055;-0.2
'[09:02:57.684]';0;-0.185
'[09:02:57.688]';-0.04;-0.175
'[09:02:57.692]';-0.025;-0.185
'[09:02:57.696]';0;-0.18
'[09:02:57.700]';0.005;-0.175
'[09:02:57.704]';0.005;-0.18
'[09:02:57.708]';0.01;-0.17
'[09:02:57.712]';0.005;-0.16
'[09:02:57.716]';0.01;-0.16
'[09:02:57.720]';0.005;-0.16
'[09:02:57.724]';0.02;-0.165
'[09:02:57.728]';0.005;-0.185
'[09:02:57.732]';0;-0.185
'[09:02:57.736]';0.005;-0.18
'[09:02:57.740]';0.025;-0.16
'[09:02:57.744]';0.015;-0.155
'[09:02:57.748]';0.015;-0.155
'[09:02:57.752]';0.02;-0.135
'[09:02:57.756]';0.04;-0.15
'[09:02:57.760]';0.065;-0.16
'[09:02:57.764]';0.08;-0.175
'[09:02:57.768]';0.045;-0.175
'[09:02:57.772]';0.045;-0.16
'[09:02:57.776]';0.035;-0.15
'[09:02:57.780]';0.04;-0.155
'[09:02:57.784]';-0.02;-0.155
'[09:02:57.788]';-0.06;-0.155
'[09:02:57.792]';-0.05;-0.15
'[09:02:57.796]';0;-0.14
'[09:02:57.800]';0.015;-0.12
'[09:02:57.804]';0.02;-0.1
'[09:02:57.808]';0.015;-0.08
'[09:02:57.812]';0;-0.06
'[09:02:57.816]';-0.02;-0.095
'[09:02:57.820]';0;-0.125
'[09:02:57.824]';0.09;-0.14
'[09:02:57.828]';0.135;-0.135
'[09:02:57.832]';0.05;-0.12
'[09:02:57.836]';-0.07;-0.09
'[09:02:57.840]';-0.205;-0.07
'[09:02:57.844]';-0.315;-0.06
'[09:02:57.848]';-0.33;-0.03
'[09:02:57.852]';-0.33;-0.005
'[09:02:57.856]';-0.34;-0.055
'[09:02:57.860]';-0.3;-0.125
'[09:02:57.864]';-0.215;-0.175
'[09:02:57.868]';-0.12;-0.22
'[09:02:57.872]';-0.1;-0.22
'[09:02:57.876]';-0.045;-0.23
'[09:02:57.880]';-0.02;-0.225
'[09:02:57.884]';-0.01;-0.23
'[09:02:57.888]';-0.04;-0.21
'[09:02:57.892]';-0.035;-0.175
'[09:02:57.896]';-0.01;-0.165
'[09:02:57.900]';0.03;-0.155
'[09:02:57.904]';0.02;-0.175
'[09:02:57.908]';0.025;-0.2
'[09:02:57.912]';0.045;-0.225
'[09:02:57.916]';0.07;-0.235
'[09:02:57.920]';0.035;-0.235
'[09:02:57.924]';0;-0.225
'[09:02:57.928]';-0.01;-0.215
'[09:02:57.932]';-0.02;-0.21
'[09:02:57.936]';0.035;-0.205
'[09:02:57.940]';0.065;-0.205
'[09:02:57.944]';0.12;-0.19
'[09:02:57.948]';0.035;-0.175
'[09:02:57.952]';-0.015;-0.165
'[09:02:57.956]';-0.005;-0.18
'[09:02:57.960]';0.03;-0.225
'[09:02:57.964]';0.03;-0.25
'[09:02:57.968]';0.01;-0.26
'[09:02:57.972]';-0.01;-0.245
'[09:02:57.976]';0.015;-0.235
'[09:02:57.980]';0.065;-0.23
'[09:02:57.984]';0.055;-0.22
'[09:02:57.988]';0.04;-0.23
'[09:02:57.992]';0;-0.23
'[09:02:57.996]';-0.045;-0.225
'[09:02:58.000]';-0.055;-0.225
'[09:02:58.004]';-0.04;-0.22
'[09:02:58.008]';-0.01;-0.23
'[09:02:58.012]';0;-0.225
'[09:02:58.016]';0.01;-0.22
'[09:02:58.020]';0.015;-0.23
'[09:02:58.024]';0;-0.22
'[09:02:58.028]';-0.02;-0.225
'[09:02:58.032]';-0.015;-0.23
'[09:02:58.036]';-0.01;-0.215
'[09:02:58.040]';-0.015;-0.205
'[09:02:58.044]';0;-0.195
'[09:02:58.048]';-0.025;-0.215
'[09:02:58.052]';-0.025;-0.195
'[09:02:58.056]';-0.01;-0.19
'[09:02:58.060]';0.025;-0.2
'[09:02:58.064]';0.075;-0.22
'[09:02:58.068]';0.06;-0.215
'[09:02:58.072]';0.01;-0.195
'[09:02:58.076]';-0.025;-0.21
'[09:02:58.080]';0;-0.185
'[09:02:58.084]';0;-0.185
'[09:02:58.088]';0.01;-0.18
'[09:02:58.092]';0;-0.18
'[09:02:58.096]';-0.03;-0.18
'[09:02:58.100]';-0.035;-0.2
'[09:02:58.104]';-0.03;-0.21
'[09:02:58.108]';-0.02;-0.19
'[09:02:58.112]';-0.005;-0.18
'[09:02:58.116]';0.005;-0.19
'[09:02:58.120]';-0.01;-0.19
'[09:02:58.124]';-0.025;-0.175
'[09:02:58.128]';0.005;-0.2
'[09:02:58.132]';0;-0.18
'[09:02:58.136]';0;-0.17
'[09:02:58.140]';-0.015;-0.165
'[09:02:58.144]';-0.01;-0.17
'[09:02:58.148]';-0.025;-0.185
'[09:02:58.152]';0.01;-0.185
'[09:02:58.156]';0.045;-0.185
'[09:02:58.160]';0.01;-0.185
'[09:02:58.164]';-0.015;-0.16
'[09:02:58.168]';-0.015;-0.18
'[09:02:58.172]';0.015;-0.185
'[09:02:58.176]';0.015;-0.195
'[09:02:58.180]';-0.02;-0.2
'[09:02:58.184]';-0.025;-0.19
'[09:02:58.188]';0;-0.175
'[09:02:58.192]';0.01;-0.17
'[09:02:58.196]';0;-0.175
'[09:02:58.200]';-0.01;-0.19
'[09:02:58.204]';-0.025;-0.21
'[09:02:58.208]';-0.015;-0.22
'[09:02:58.212]';0.035;-0.205
'[09:02:58.216]';0.055;-0.19
'[09:02:58.220]';0.05;-0.19
'[09:02:58.224]';0.02;-0.18
'[09:02:58.228]';-0.005;-0.195
'[09:02:58.232]';-0.035;-0.19
'[09:02:58.236]';0.005;-0.19
'[09:02:58.240]';0.01;-0.2
'[09:02:58.244]';-0.005;-0.21
'[09:02:58.248]';-0.04;-0.235
'[09:02:58.252]';-0.055;-0.235
'[09:02:58.256]';0;-0.22
'[09:02:58.260]';0.015;-0.2
'[09:02:58.264]';0.005;-0.185
'[09:02:58.268]';0.02;-0.165
'[09:02:58.272]';0.02;-0.12
'[09:02:58.276]';0.015;-0.085
'[09:02:58.280]';-0.025;-0.07
'[09:02:58.284]';-0.03;-0.105
'[09:02:58.288]';-0.015;-0.13
'[09:02:58.292]';0.03;-0.135
'[09:02:58.296]';0.075;-0.125
