'Elapsed time';'ECG1';'ECG2'
'2:46:54.748';-0.355;0
'2:46:54.752';-0.325;-0.055
'2:46:54.756';-0.295;0.015
'2:46:54.760';-0.31;0.05
'2:46:54.764';-0.35;0.03
'2:46:54.768';-0.3;-0.03
'2:46:54.772';-0.265;0.035
'2:46:54.776';-0.305;0.105
'2:46:54.780';-0.345;0.045
'2:46:54.784';-0.28;0.05
'2:46:54.788';-0.265;0.075
'2:46:54.792';-0.26;0.13
'2:46:54.796';-0.33;0.075
'2:46:54.800';-0.285;0.075
'2:46:54.804';-0.23;0.185
'2:46:54.808';-0.235;0.325
'2:46:54.812';-0.28;0.31
'2:46:54.816';-0.245;0.125
'2:46:54.820';-0.165;0.105
'2:46:54.824';-0.17;0.2
'2:46:54.828';-0.205;0.205
'2:46:54.832';-0.18;0.22
'2:46:54.836';-0.125;0.295
'2:46:54.840';-0.11;0.375
'2:46:54.844';-0.17;0.415
'2:46:54.848';-0.14;0.365
'2:46:54.852';-0.09;0.41
'2:46:54.856';-0.055;0.535
'2:46:54.860';-0.08;0.535
'2:46:54.864';-0.06;0.515
'2:46:54.868';-0.005;0.595
'2:46:54.872';0.015;0.665
'2:46:54.876';-0.015;0.67
'2:46:54.880';-0.02;0.645
'2:46:54.884';0.055;0.675
'2:46:54.888';0.03;0.765
'2:46:54.892';0.015;0.75
'2:46:54.896';0;0.71
'2:46:54.900';0.06;0.76
'2:46:54.904';0.035;0.775
'2:46:54.908';0;0.76
'2:46:54.912';-0.045;0.68
'2:46:54.916';-0.005;0.72
'2:46:54.920';-0.03;0.72
'2:46:54.924';-0.12;0.685
'2:46:54.928';-0.135;0.585
'2:46:54.932';-0.11;0.55
'2:46:54.936';-0.145;0.55
'2:46:54.940';-0.23;0.52
'2:46:54.944';-0.235;0.37
'2:46:54.948';-0.215;0.39
'2:46:54.952';-0.185;0.435
'2:46:54.956';-0.25;0.375
'2:46:54.960';-0.255;0.24
'2:46:54.964';-0.18;0.25
'2:46:54.968';-0.155;0.325
'2:46:54.972';-0.25;0.315
'2:46:54.976';-0.3;0.25
'2:46:54.980';-0.27;0.235
'2:46:54.984';-0.2;0.27
'2:46:54.988';-0.235;0.21
'2:46:54.992';-0.25;0.095
'2:46:54.996';-0.205;0.045
'2:46:55.000';-0.195;0.17
'2:46:55.004';-0.29;0.13
'2:46:55.008';-0.31;0.07
'2:46:55.012';-0.24;0.02
'2:46:55.016';-0.195;0.105
'2:46:55.020';-0.255;0.04
'2:46:55.024';-0.27;-0.015
'2:46:55.028';-0.18;0
'2:46:55.032';-0.15;0.055
'2:46:55.036';-0.245;0.05
'2:46:55.040';-0.27;-0.04
'2:46:55.044';-0.25;-0.08
'2:46:55.048';-0.26;-0.01
'2:46:55.052';-0.315;-0.02
'2:46:55.056';-0.325;-0.13
'2:46:55.060';-0.315;-0.125
'2:46:55.064';-0.28;-0.125
'2:46:55.068';-0.3;-0.125
'2:46:55.072';-0.31;-0.16
'2:46:55.076';-0.27;-0.16
'2:46:55.080';-0.21;-0.09
'2:46:55.084';-0.225;-0.1
'2:46:55.088';-0.27;-0.14
'2:46:55.092';-0.26;-0.14
'2:46:55.096';-0.19;-0.08
'2:46:55.100';-0.25;-0.06
'2:46:55.104';-0.305;-0.115
'2:46:55.108';-0.31;-0.14
'2:46:55.112';-0.315;-0.035
'2:46:55.116';-0.36;0.145
'2:46:55.120';-0.395;0.28
'2:46:55.124';-0.26;0.295
'2:46:55.128';0.095;0.23
'2:46:55.132';0.52;0.16
'2:46:55.136';0.915;0.425
'2:46:55.140';1.27;0.575
'2:46:55.144';1.335;-0.14
'2:46:55.148';0.8;-0.87
'2:46:55.152';0.12;-1.45
'2:46:55.156';-0.41;-1.875
'2:46:55.160';-0.82;-2.29
'2:46:55.164';-1.075;-2.665
'2:46:55.168';-0.905;-2.67
'2:46:55.172';-0.595;-2.37
'2:46:55.176';-0.345;-1.745
'2:46:55.180';-0.22;-1.075
'2:46:55.184';-0.24;-0.57
'2:46:55.188';-0.265;-0.215
'2:46:55.192';-0.245;-0.06
'2:46:55.196';-0.225;0.005
'2:46:55.200';-0.31;0.01
'2:46:55.204';-0.29;-0.03
'2:46:55.208';-0.21;-0.06
'2:46:55.212';-0.22;0.03
'2:46:55.216';-0.275;0.005
'2:46:55.220';-0.295;0
'2:46:55.224';-0.23;-0.04
'2:46:55.228';-0.25;0.055
'2:46:55.232';-0.23;0.05
'2:46:55.236';-0.27;0
'2:46:55.240';-0.255;0
'2:46:55.244';-0.2;0.09
'2:46:55.248';-0.21;0.09
'2:46:55.252';-0.225;0.055
'2:46:55.256';-0.19;0.06
'2:46:55.260';-0.15;0.13
'2:46:55.264';-0.165;0.17
'2:46:55.268';-0.21;0.1
'2:46:55.272';-0.17;0.1
'2:46:55.276';-0.13;0.175
'2:46:55.280';-0.15;0.22
'2:46:55.284';-0.165;0.19
'2:46:55.288';-0.115;0.19
'2:46:55.292';-0.06;0.24
'2:46:55.296';-0.11;0.265
'2:46:55.300';-0.105;0.275
'2:46:55.304';-0.07;0.27
'2:46:55.308';-0.04;0.365
'2:46:55.312';-0.06;0.425
'2:46:55.316';-0.06;0.39
'2:46:55.320';-0.025;0.385
'2:46:55.324';0.03;0.465
'2:46:55.328';0.005;0.51
'2:46:55.332';-0.015;0.5
'2:46:55.336';0.01;0.495
'2:46:55.340';0.07;0.6
'2:46:55.344';0.035;0.615
'2:46:55.348';0.025;0.6
'2:46:55.352';0.05;0.59
'2:46:55.356';0.085;0.59
'2:46:55.360';0.08;0.665
'2:46:55.364';0.03;0.63
'2:46:55.368';0.03;0.56
'2:46:55.372';0.055;0.605
'2:46:55.376';0.025;0.635
'2:46:55.380';-0.025;0.595
'2:46:55.384';-0.055;0.535
'2:46:55.388';-0.02;0.56
'2:46:55.392';-0.04;0.585
'2:46:55.396';-0.11;0.53
'2:46:55.400';-0.165;0.415
'2:46:55.404';-0.135;0.41
'2:46:55.408';-0.17;0.395
'2:46:55.412';-0.24;0.36
'2:46:55.416';-0.245;0.245
'2:46:55.420';-0.2;0.215
'2:46:55.424';-0.195;0.19
'2:46:55.428';-0.285;0.145
'2:46:55.432';-0.265;0.04
'2:46:55.436';-0.23;0.04
'2:46:55.440';-0.225;0.065
'2:46:55.444';-0.28;0.045
'2:46:55.448';-0.28;-0.035
'2:46:55.452';-0.24;0.005
'2:46:55.456';-0.225;0.01
'2:46:55.460';-0.265;0.02
'2:46:55.464';-0.295;-0.03
'2:46:55.468';-0.225;0
'2:46:55.472';-0.185;0.035
'2:46:55.476';-0.225;0.055
'2:46:55.480';-0.275;0
'2:46:55.484';-0.22;-0.045
'2:46:55.488';-0.16;0
'2:46:55.492';-0.2;0.075
'2:46:55.496';-0.255;0.015
'2:46:55.500';-0.23;-0.03
'2:46:55.504';-0.175;0.045
'2:46:55.508';-0.23;0.075
'2:46:55.512';-0.245;0.025
'2:46:55.516';-0.23;0.02
'2:46:55.520';-0.195;0.07
'2:46:55.524';-0.245;0.06
'2:46:55.528';-0.255;0
'2:46:55.532';-0.25;-0.015
'2:46:55.536';-0.195;0.06
'2:46:55.540';-0.245;0.09
'2:46:55.544';-0.275;0.02
'2:46:55.548';-0.24;-0.05
'2:46:55.552';-0.215;0.005
'2:46:55.556';-0.24;0.015
'2:46:55.560';-0.28;0
'2:46:55.564';-0.255;-0.02
'2:46:55.568';-0.2;0.005
'2:46:55.572';-0.23;0.015
'2:46:55.576';-0.28;-0.04
'2:46:55.580';-0.27;-0.05
'2:46:55.584';-0.21;-0.04
'2:46:55.588';-0.23;0.02
'2:46:55.592';-0.265;-0.07
'2:46:55.596';-0.28;-0.085
'2:46:55.600';-0.225;-0.075
'2:46:55.604';-0.225;-0.005
'2:46:55.608';-0.275;-0.02
'2:46:55.612';-0.29;-0.09
'2:46:55.616';-0.27;-0.09
'2:46:55.620';-0.2;-0.03
'2:46:55.624';-0.29;-0.02
'2:46:55.628';-0.29;-0.09
'2:46:55.632';-0.255;-0.08
'2:46:55.636';-0.24;-0.025
'2:46:55.640';-0.305;-0.05
'2:46:55.644';-0.28;-0.125
'2:46:55.648';-0.265;-0.115
'2:46:55.652';-0.245;-0.055
'2:46:55.656';-0.275;-0.07
'2:46:55.660';-0.315;-0.13
'2:46:55.664';-0.28;-0.15
'2:46:55.668';-0.235;-0.06
'2:46:55.672';-0.265;-0.065
'2:46:55.676';-0.3;-0.085
'2:46:55.680';-0.25;-0.115
'2:46:55.684';-0.24;-0.085
'2:46:55.688';-0.255;-0.09
'2:46:55.692';-0.315;-0.095
'2:46:55.696';-0.25;-0.145
'2:46:55.700';-0.24;-0.065
'2:46:55.704';-0.27;-0.04
'2:46:55.708';-0.315;-0.11
'2:46:55.712';-0.32;-0.12
'2:46:55.716';-0.24;-0.105
'2:46:55.720';-0.265;-0.045
'2:46:55.724';-0.335;-0.085
'2:46:55.728';-0.34;-0.12
'2:46:55.732';-0.265;-0.12
'2:46:55.736';-0.24;-0.03
'2:46:55.740';-0.295;-0.075
'2:46:55.744';-0.295;-0.12
'2:46:55.748';-0.255;-0.09
'2:46:55.752';-0.25;-0.025
'2:46:55.756';-0.305;-0.06
'2:46:55.760';-0.34;-0.15
'2:46:55.764';-0.27;-0.1
'2:46:55.768';-0.265;-0.075
'2:46:55.772';-0.3;-0.045
'2:46:55.776';-0.31;-0.16
'2:46:55.780';-0.28;-0.13
'2:46:55.784';-0.24;-0.08
'2:46:55.788';-0.275;-0.055
'2:46:55.792';-0.325;-0.12
'2:46:55.796';-0.255;-0.12
'2:46:55.800';-0.235;-0.06
'2:46:55.804';-0.28;-0.065
'2:46:55.808';-0.315;-0.145
'2:46:55.812';-0.25;-0.135
'2:46:55.816';-0.23;-0.055
'2:46:55.820';-0.28;-0.055
'2:46:55.824';-0.32;-0.1
'2:46:55.828';-0.28;-0.12
'2:46:55.832';-0.235;-0.05
'2:46:55.836';-0.255;-0.025
'2:46:55.840';-0.32;-0.08
'2:46:55.844';-0.285;-0.115
'2:46:55.848';-0.23;-0.085
'2:46:55.852';-0.265;-0.04
'2:46:55.856';-0.315;-0.135
'2:46:55.860';-0.315;-0.16
'2:46:55.864';-0.26;-0.09
'2:46:55.868';-0.245;-0.02
'2:46:55.872';-0.33;-0.065
'2:46:55.876';-0.27;-0.11
'2:46:55.880';-0.215;-0.08
'2:46:55.884';-0.205;-0.015
'2:46:55.888';-0.235;-0.04
'2:46:55.892';-0.215;-0.1
'2:46:55.896';-0.145;0.03
'2:46:55.900';-0.115;0.11
'2:46:55.904';-0.175;0.125
'2:46:55.908';-0.21;0.07
'2:46:55.912';-0.08;0.145
'2:46:55.916';-0.01;0.225
'2:46:55.920';-0.085;0.145
'2:46:55.924';-0.145;0.035
'2:46:55.928';-0.135;0.025
'2:46:55.932';-0.13;0.03
'2:46:55.936';-0.22;-0.065
'2:46:55.940';-0.255;-0.19
'2:46:55.944';-0.185;-0.23
'2:46:55.948';-0.2;-0.135
'2:46:55.952';-0.285;-0.125
'2:46:55.956';-0.29;-0.19
'2:46:55.960';-0.27;-0.185
'2:46:55.964';-0.29;-0.17
'2:46:55.968';-0.37;-0.17
'2:46:55.972';-0.42;-0.175
'2:46:55.976';-0.355;-0.155
'2:46:55.980';-0.32;-0.12
'2:46:55.984';-0.36;-0.12
'2:46:55.988';-0.405;-0.2
'2:46:55.992';-0.36;-0.235
'2:46:55.996';-0.35;-0.145
'2:46:56.000';-0.365;-0.13
'2:46:56.004';-0.365;-0.205
'2:46:56.008';-0.355;-0.225
'2:46:56.012';-0.31;-0.185
'2:46:56.016';-0.325;-0.125
'2:46:56.020';-0.375;-0.13
'2:46:56.024';-0.355;-0.21
'2:46:56.028';-0.365;-0.145
'2:46:56.032';-0.44;0.04
'2:46:56.036';-0.42;0.235
'2:46:56.040';-0.23;0.35
'2:46:56.044';0.085;0.37
'2:46:56.048';0.4;0.485
'2:46:56.052';0.71;0.68
'2:46:56.056';1.075;0.44
'2:46:56.060';1.325;-0.355
'2:46:56.064';1.19;-1.055
'2:46:56.068';0.545;-1.58
'2:46:56.072';-0.07;-1.94
'2:46:56.076';-0.5;-2.25
'2:46:56.080';-0.87;-2.295
'2:46:56.084';-0.94;-2.515
'2:46:56.088';-0.705;-2.58
'2:46:56.092';-0.54;-2.065
'2:46:56.096';-0.445;-1.41
'2:46:56.100';-0.335;-0.96
'2:46:56.104';-0.325;-0.64
'2:46:56.108';-0.305;-0.285
'2:46:56.112';-0.32;-0.05
'2:46:56.116';-0.385;0.03
'2:46:56.120';-0.415;-0.02
'2:46:56.124';-0.36;-0.04
'2:46:56.128';-0.34;0.035
'2:46:56.132';-0.325;0.045
'2:46:56.136';-0.39;0.045
'2:46:56.140';-0.345;-0.005
'2:46:56.144';-0.29;0.065
'2:46:56.148';-0.275;0.105
'2:46:56.152';-0.34;0.09
'2:46:56.156';-0.295;0.02
'2:46:56.160';-0.25;0.08
'2:46:56.164';-0.24;0.14
'2:46:56.168';-0.295;0.1
'2:46:56.172';-0.31;0.075
'2:46:56.176';-0.225;0.085
'2:46:56.180';-0.225;0.18
'2:46:56.184';-0.245;0.14
'2:46:56.188';-0.295;0.115
'2:46:56.192';-0.22;0.135
'2:46:56.196';-0.2;0.195
'2:46:56.200';-0.235;0.235
'2:46:56.204';-0.245;0.155
'2:46:56.208';-0.205;0.195
'2:46:56.212';-0.14;0.295
'2:46:56.216';-0.17;0.325
'2:46:56.220';-0.21;0.29
'2:46:56.224';-0.17;0.275
'2:46:56.228';-0.12;0.34
'2:46:56.232';-0.105;0.41
'2:46:56.236';-0.17;0.4
'2:46:56.240';-0.14;0.39
'2:46:56.244';-0.09;0.47
'2:46:56.248';-0.035;0.555
'2:46:56.252';-0.07;0.575
'2:46:56.256';-0.06;0.53
'2:46:56.260';0;0.62
'2:46:56.264';0.025;0.68
'2:46:56.268';-0.005;0.68
'2:46:56.272';0;0.68
'2:46:56.276';0.055;0.725
'2:46:56.280';0.085;0.805
'2:46:56.284';0.06;0.84
'2:46:56.288';0.03;0.845
'2:46:56.292';0.095;0.835
'2:46:56.296';0.135;0.915
'2:46:56.300';0.09;0.91
'2:46:56.304';0.07;0.88
'2:46:56.308';0.105;0.865
'2:46:56.312';0.15;0.92
'2:46:56.316';0.1;0.935
'2:46:56.320';0.05;0.87
'2:46:56.324';0.075;0.9
'2:46:56.328';0.115;0.95
'2:46:56.332';0.065;0.95
'2:46:56.336';-0.01;0.855
'2:46:56.340';0.035;0.84
'2:46:56.344';0.08;0.86
'2:46:56.348';0.02;0.86
'2:46:56.352';-0.045;0.765
'2:46:56.356';-0.045;0.745
'2:46:56.360';-0.09;0.725
'2:46:56.364';-0.135;0.665
'2:46:56.368';-0.185;0.55
'2:46:56.372';-0.195;0.485
'2:46:56.376';-0.16;0.485
'2:46:56.380';-0.17;0.45
'2:46:56.384';-0.265;0.34
'2:46:56.388';-0.28;0.265
'2:46:56.392';-0.23;0.24
'2:46:56.396';-0.215;0.235
'2:46:56.400';-0.3;0.17
'2:46:56.404';-0.26;0.095
'2:46:56.408';-0.18;0.09
'2:46:56.412';-0.165;0.13
'2:46:56.416';-0.24;0.07
'2:46:56.420';-0.235;0.025
'2:46:56.424';-0.17;0.045
'2:46:56.428';-0.22;0.045
'2:46:56.432';-0.29;-0.03
'2:46:56.436';-0.3;-0.095
'2:46:56.440';-0.24;-0.06
'2:46:56.444';-0.255;-0.035
'2:46:56.448';-0.31;-0.115
'2:46:56.452';-0.31;-0.16
'2:46:56.456';-0.245;-0.115
'2:46:56.460';-0.265;-0.04
'2:46:56.464';-0.32;-0.095
'2:46:56.468';-0.26;-0.185
'2:46:56.472';-0.23;-0.13
'2:46:56.476';-0.24;-0.065
'2:46:56.480';-0.31;-0.095
'2:46:56.484';-0.24;-0.11
'2:46:56.488';-0.22;-0.1
'2:46:56.492';-0.215;-0.045
'2:46:56.496';-0.265;-0.085
'2:46:56.500';-0.26;-0.13
'2:46:56.504';-0.215;-0.04
'2:46:56.508';-0.21;0.105
'2:46:56.512';-0.24;0.165
'2:46:56.516';-0.22;0.15
'2:46:56.520';-0.035;0.08
'2:46:56.524';0.135;0.03
'2:46:56.528';0.2;-0.05
'2:46:56.532';0.255;-0.065
'2:46:56.536';0.39;-0.01
'2:46:56.540';0.43;0.18
'2:46:56.544';0.06;0.31
'2:46:56.548';-0.44;0.565
'2:46:56.552';-0.64;0.88
'2:46:56.556';-0.665;1.17
'2:46:56.560';-0.75;1.385
'2:46:56.564';-0.8;1.565
'2:46:56.568';-0.83;1.63
'2:46:56.572';-0.785;1.565
'2:46:56.576';-0.755;1.69
'2:46:56.580';-0.595;2.23
'2:46:56.584';-0.46;3.105
'2:46:56.588';-0.395;3.575
'2:46:56.592';-0.43;3.12
'2:46:56.596';-0.435;2.615
'2:46:56.600';-0.355;2.135
'2:46:56.604';-0.23;1.22
'2:46:56.608';-0.23;0.175
'2:46:56.612';-0.24;-0.595
'2:46:56.616';-0.135;-0.63
'2:46:56.620';-0.08;-0.485
'2:46:56.624';-0.135;-0.38
'2:46:56.628';-0.23;-0.435
'2:46:56.632';-0.195;-0.515
'2:46:56.636';-0.15;-0.53
'2:46:56.640';-0.15;-0.495
'2:46:56.644';-0.215;-0.535
'2:46:56.648';-0.215;-0.61
'2:46:56.652';-0.175;-0.56
'2:46:56.656';-0.165;-0.59
'2:46:56.660';-0.21;-0.62
'2:46:56.664';-0.2;-0.725
'2:46:56.668';-0.14;-0.675
'2:46:56.672';-0.125;-0.63
'2:46:56.676';-0.165;-0.68
'2:46:56.680';-0.155;-0.775
'2:46:56.684';-0.11;-0.74
'2:46:56.688';-0.095;-0.675
'2:46:56.692';-0.135;-0.76
'2:46:56.696';-0.095;-0.82
'2:46:56.700';-0.055;-0.795
'2:46:56.704';-0.04;-0.79
'2:46:56.708';-0.07;-0.835
'2:46:56.712';-0.035;-0.885
'2:46:56.716';0.055;-0.9
'2:46:56.720';0.065;-0.88
'2:46:56.724';0.01;-0.9
'2:46:56.728';0.04;-0.99
'2:46:56.732';0.105;-1.03
'2:46:56.736';0.145;-0.975
'2:46:56.740';0.105;-1.035
'2:46:56.744';0.08;-1.12
'2:46:56.748';0.17;-1.155
'2:46:56.752';0.17;-1.13
'2:46:56.756';0.135;-1.16
'2:46:56.760';0.115;-1.225
'2:46:56.764';0.135;-1.265
'2:46:56.768';0.16;-1.2
'2:46:56.772';0.095;-1.23
'2:46:56.776';0.02;-1.295
'2:46:56.780';0.035;-1.365
'2:46:56.784';0.07;-1.28
'2:46:56.788';0.01;-1.245
'2:46:56.792';-0.05;-1.295
'2:46:56.796';-0.075;-1.3
'2:46:56.800';-0.06;-1.185
'2:46:56.804';-0.125;-1.11
'2:46:56.808';-0.19;-1.115
'2:46:56.812';-0.205;-1.09
'2:46:56.816';-0.19;-0.98
'2:46:56.820';-0.265;-0.875
'2:46:56.824';-0.31;-0.85
'2:46:56.828';-0.3;-0.78
'2:46:56.832';-0.265;-0.64
'2:46:56.836';-0.3;-0.515
'2:46:56.840';-0.35;-0.515
'2:46:56.844';-0.335;-0.46
'2:46:56.848';-0.275;-0.34
'2:46:56.852';-0.29;-0.26
'2:46:56.856';-0.34;-0.24
'2:46:56.860';-0.325;-0.25
'2:46:56.864';-0.285;-0.155
'2:46:56.868';-0.29;-0.08
'2:46:56.872';-0.36;-0.155
'2:46:56.876';-0.345;-0.165
'2:46:56.880';-0.295;-0.11
'2:46:56.884';-0.315;-0.02
'2:46:56.888';-0.365;-0.11
'2:46:56.892';-0.36;-0.135
'2:46:56.896';-0.29;-0.12
'2:46:56.900';-0.29;-0.05
'2:46:56.904';-0.31;-0.09
'2:46:56.908';-0.32;-0.19
'2:46:56.912';-0.27;-0.155
'2:46:56.916';-0.315;-0.07
'2:46:56.920';-0.36;-0.085
'2:46:56.924';-0.38;-0.165
'2:46:56.928';-0.335;-0.16
'2:46:56.932';-0.32;-0.105
'2:46:56.936';-0.355;-0.13
'2:46:56.940';-0.395;-0.175
'2:46:56.944';-0.31;-0.155
'2:46:56.948';-0.285;-0.095
'2:46:56.952';-0.34;-0.1
'2:46:56.956';-0.35;-0.165
'2:46:56.960';-0.285;-0.17
'2:46:56.964';-0.29;-0.11
'2:46:56.968';-0.355;-0.13
'2:46:56.972';-0.425;-0.205
'2:46:56.976';-0.385;-0.2
'2:46:56.980';-0.34;-0.135
'2:46:56.984';-0.36;-0.12
'2:46:56.988';-0.4;-0.175
'2:46:56.992';-0.33;-0.17
'2:46:56.996';-0.305;-0.1
'2:46:57.000';-0.34;-0.095
'2:46:57.004';-0.36;-0.17
'2:46:57.008';-0.315;-0.18
'2:46:57.012';-0.285;-0.135
'2:46:57.016';-0.34;-0.125
'2:46:57.020';-0.385;-0.17
'2:46:57.024';-0.38;-0.175
'2:46:57.028';-0.32;-0.16
'2:46:57.032';-0.34;-0.135
'2:46:57.036';-0.385;-0.16
'2:46:57.040';-0.335;-0.195
'2:46:57.044';-0.28;-0.115
'2:46:57.048';-0.34;-0.1
'2:46:57.052';-0.37;-0.15
'2:46:57.056';-0.345;-0.185
'2:46:57.060';-0.285;-0.12
'2:46:57.064';-0.32;-0.105
'2:46:57.068';-0.36;-0.125
'2:46:57.072';-0.35;-0.155
'2:46:57.076';-0.295;-0.135
'2:46:57.080';-0.315;-0.09
'2:46:57.084';-0.37;-0.135
'2:46:57.088';-0.365;-0.18
'2:46:57.092';-0.315;-0.14
'2:46:57.096';-0.32;-0.115
'2:46:57.100';-0.37;-0.13
'2:46:57.104';-0.345;-0.185
'2:46:57.108';-0.295;-0.115
'2:46:57.112';-0.32;-0.09
'2:46:57.116';-0.375;-0.14
'2:46:57.120';-0.375;-0.16
'2:46:57.124';-0.26;-0.115
'2:46:57.128';-0.28;-0.07
'2:46:57.132';-0.32;-0.135
'2:46:57.136';-0.33;-0.16
'2:46:57.140';-0.29;-0.135
'2:46:57.144';-0.31;-0.085
'2:46:57.148';-0.35;-0.095
'2:46:57.152';-0.365;-0.155
'2:46:57.156';-0.32;-0.13
'2:46:57.160';-0.29;-0.08
'2:46:57.164';-0.34;-0.105
'2:46:57.168';-0.335;-0.155
'2:46:57.172';-0.315;-0.125
'2:46:57.176';-0.26;-0.06
'2:46:57.180';-0.335;-0.07
'2:46:57.184';-0.33;-0.14
'2:46:57.188';-0.31;-0.13
'2:46:57.192';-0.29;-0.05
'2:46:57.196';-0.355;-0.055
'2:46:57.200';-0.37;-0.12
'2:46:57.204';-0.33;-0.115
'2:46:57.208';-0.31;-0.09
'2:46:57.212';-0.35;-0.055
'2:46:57.216';-0.365;-0.1
'2:46:57.220';-0.295;-0.12
'2:46:57.224';-0.285;-0.045
'2:46:57.228';-0.335;-0.08
'2:46:57.232';-0.38;-0.075
'2:46:57.236';-0.305;-0.125
'2:46:57.240';-0.285;-0.05
'2:46:57.244';-0.31;-0.06
'2:46:57.248';-0.35;-0.095
'2:46:57.252';-0.315;-0.125
'2:46:57.256';-0.285;-0.055
'2:46:57.260';-0.32;-0.06
'2:46:57.264';-0.355;-0.04
'2:46:57.268';-0.275;-0.065
'2:46:57.272';-0.185;0
'2:46:57.276';-0.235;-0.025
'2:46:57.280';-0.26;-0.03
'2:46:57.284';-0.2;0.01
'2:46:57.288';-0.17;0.12
'2:46:57.292';-0.22;0.17
'2:46:57.296';-0.2;0.15
'2:46:57.300';-0.115;0.125
'2:46:57.304';-0.065;0.16
'2:46:57.308';-0.12;0.115
'2:46:57.312';-0.215;0.06
'2:46:57.316';-0.215;-0.03
'2:46:57.320';-0.2;-0.03
'2:46:57.324';-0.225;-0.095
'2:46:57.328';-0.295;-0.16
'2:46:57.332';-0.285;-0.18
'2:46:57.336';-0.26;-0.135
'2:46:57.340';-0.29;-0.085
'2:46:57.344';-0.375;-0.14
'2:46:57.348';-0.38;-0.19
'2:46:57.352';-0.365;-0.1
'2:46:57.356';-0.385;-0.065
'2:46:57.360';-0.435;-0.12
'2:46:57.364';-0.455;-0.16
'2:46:57.368';-0.38;-0.175
'2:46:57.372';-0.395;-0.135
'2:46:57.376';-0.425;-0.18
'2:46:57.380';-0.4;-0.24
'2:46:57.384';-0.345;-0.205
'2:46:57.388';-0.375;-0.175
'2:46:57.392';-0.42;-0.205
'2:46:57.396';-0.385;-0.21
'2:46:57.400';-0.34;-0.17
'2:46:57.404';-0.355;-0.12
'2:46:57.408';-0.41;-0.145
'2:46:57.412';-0.485;-0.18
'2:46:57.416';-0.485;0
'2:46:57.420';-0.405;0.275
'2:46:57.424';-0.25;0.415
'2:46:57.428';-0.01;0.33
'2:46:57.432';0.39;0.355
'2:46:57.436';0.785;0.695
'2:46:57.440';1.125;0.755
'2:46:57.444';1.315;0.045
'2:46:57.448';1.125;-0.705
'2:46:57.452';0.455;-1.14
'2:46:57.456';-0.22;-1.41
'2:46:57.460';-0.64;-1.78
'2:46:57.464';-0.88;-1.96
'2:46:57.468';-0.905;-2.16
'2:46:57.472';-0.71;-2.21
'2:46:57.476';-0.595;-1.935
'2:46:57.480';-0.44;-1.415
'2:46:57.484';-0.28;-0.935
'2:46:57.488';-0.32;-0.555
'2:46:57.492';-0.41;-0.27
'2:46:57.496';-0.36;-0.09
'2:46:57.500';-0.37;-0.015
'2:46:57.504';-0.4;-0.01
'2:46:57.508';-0.41;-0.07
'2:46:57.512';-0.345;-0.05
'2:46:57.516';-0.35;0.025
'2:46:57.520';-0.4;0.025
'2:46:57.524';-0.375;-0.03
'2:46:57.528';-0.355;0
'2:46:57.532';-0.295;0.065
'2:46:57.536';-0.38;0.07
'2:46:57.540';-0.345;0.015
'2:46:57.544';-0.315;0.015
'2:46:57.548';-0.275;0.085
'2:46:57.552';-0.32;0.1
'2:46:57.556';-0.355;0.06
'2:46:57.560';-0.32;0.06
'2:46:57.564';-0.28;0.13
'2:46:57.568';-0.305;0.125
'2:46:57.572';-0.335;0.1
'2:46:57.576';-0.3;0.04
'2:46:57.580';-0.245;0.14
'2:46:57.584';-0.265;0.17
'2:46:57.588';-0.315;0.135
'2:46:57.592';-0.25;0.145
'2:46:57.596';-0.205;0.215
'2:46:57.600';-0.25;0.255
'2:46:57.604';-0.265;0.235
'2:46:57.608';-0.225;0.25
'2:46:57.612';-0.155;0.32
'2:46:57.616';-0.215;0.405
'2:46:57.620';-0.22;0.34
'2:46:57.624';-0.205;0.385
'2:46:57.628';-0.125;0.425
'2:46:57.632';-0.12;0.525
'2:46:57.636';-0.185;0.47
'2:46:57.640';-0.145;0.515
'2:46:57.644';-0.075;0.61
'2:46:57.648';-0.085;0.675
'2:46:57.652';-0.125;0.67
'2:46:57.656';-0.09;0.66
'2:46:57.660';-0.055;0.695
'2:46:57.664';-0.06;0.775
'2:46:57.668';-0.105;0.775
'2:46:57.672';-0.07;0.735
'2:46:57.676';-0.04;0.775
'2:46:57.680';-0.03;0.84
'2:46:57.684';-0.075;0.805
'2:46:57.688';-0.1;0.74
'2:46:57.692';-0.03;0.76
'2:46:57.696';0.01;0.82
'2:46:57.700';-0.04;0.775
'2:46:57.704';-0.07;0.715
'2:46:57.708';-0.025;0.645
'2:46:57.712';-0.035;0.695
'2:46:57.716';-0.075;0.685
'2:46:57.720';-0.115;0.57
'2:46:57.724';-0.08;0.52
'2:46:57.728';-0.09;0.52
'2:46:57.732';-0.16;0.465
'2:46:57.736';-0.22;0.355
'2:46:57.740';-0.2;0.325
'2:46:57.744';-0.195;0.295
'2:46:57.748';-0.25;0.255
'2:46:57.752';-0.3;0.14
'2:46:57.756';-0.3;0.08
'2:46:57.760';-0.26;0.115
'2:46:57.764';-0.305;0.085
'2:46:57.768';-0.33;0.005
'2:46:57.772';-0.295;-0.02
'2:46:57.776';-0.285;0.01
'2:46:57.780';-0.305;0.015
'2:46:57.784';-0.365;-0.025
'2:46:57.788';-0.33;-0.055
