'Elapsed time';'ECG1';'ECG2'
'3:08:40.460';-0.415;0
'3:08:40.464';-0.405;-0.035
'3:08:40.468';-0.515;-0.045
'3:08:40.472';-0.52;-0.05
'3:08:40.476';-0.395;-0.04
'3:08:40.480';-0.365;-0.045
'3:08:40.484';-0.46;-0.05
'3:08:40.488';-0.465;-0.05
'3:08:40.492';-0.42;-0.02
'3:08:40.496';-0.395;-0.04
'3:08:40.500';-0.48;-0.03
'3:08:40.504';-0.5;-0.03
'3:08:40.508';-0.41;-0.025
'3:08:40.512';-0.37;-0.02
'3:08:40.516';-0.48;-0.055
'3:08:40.520';-0.52;-0.06
'3:08:40.524';-0.435;-0.07
'3:08:40.528';-0.365;-0.035
'3:08:40.532';-0.43;-0.1
'3:08:40.536';-0.44;-0.08
'3:08:40.540';-0.32;-0.055
'3:08:40.544';-0.225;-0.05
'3:08:40.548';-0.24;-0.04
'3:08:40.552';-0.31;-0.02
'3:08:40.556';-0.22;0.025
'3:08:40.560';-0.145;0.045
'3:08:40.564';-0.15;0.07
'3:08:40.568';-0.22;0.08
'3:08:40.572';-0.16;0.155
'3:08:40.576';-0.075;0.185
'3:08:40.580';-0.14;0.18
'3:08:40.584';-0.285;0.19
'3:08:40.588';-0.28;0.2
'3:08:40.592';-0.235;0.18
'3:08:40.596';-0.28;0.11
'3:08:40.600';-0.38;0.065
'3:08:40.604';-0.375;-0.01
'3:08:40.608';-0.31;-0.05
'3:08:40.612';-0.335;-0.1
'3:08:40.616';-0.47;-0.12
'3:08:40.620';-0.505;-0.11
'3:08:40.624';-0.465;-0.08
'3:08:40.628';-0.475;-0.12
'3:08:40.632';-0.6;-0.11
'3:08:40.636';-0.66;-0.075
'3:08:40.640';-0.575;-0.035
'3:08:40.644';-0.535;-0.06
'3:08:40.648';-0.62;-0.075
'3:08:40.652';-0.645;-0.085
'3:08:40.656';-0.535;-0.08
'3:08:40.660';-0.495;-0.085
'3:08:40.664';-0.57;-0.1
'3:08:40.668';-0.625;-0.13
'3:08:40.672';-0.515;-0.075
'3:08:40.676';-0.475;-0.05
'3:08:40.680';-0.575;-0.09
'3:08:40.684';-0.675;-0.07
'3:08:40.688';-0.515;-0.065
'3:08:40.692';-0.295;-0.06
'3:08:40.696';-0.13;-0.015
'3:08:40.700';0.075;0.18
'3:08:40.704';0.52;0.33
'3:08:40.708';0.97;0.385
'3:08:40.712';1.2;0.405
'3:08:40.716';1.085;0.55
'3:08:40.720';0.72;0.475
'3:08:40.724';0.225;0.04
'3:08:40.728';-0.3;-0.675
'3:08:40.732';-0.8;-1.205
'3:08:40.736';-0.955;-1.605
'3:08:40.740';-0.86;-1.96
'3:08:40.744';-0.785;-2.255
'3:08:40.748';-0.755;-2.39
'3:08:40.752';-0.58;-2.345
'3:08:40.756';-0.43;-1.98
'3:08:40.760';-0.445;-1.465
'3:08:40.764';-0.56;-1.005
'3:08:40.768';-0.525;-0.625
'3:08:40.772';-0.44;-0.35
'3:08:40.776';-0.425;-0.15
'3:08:40.780';-0.525;-0.07
'3:08:40.784';-0.555;-0.05
'3:08:40.788';-0.475;-0.01
'3:08:40.792';-0.43;0.005
'3:08:40.796';-0.53;0.01
'3:08:40.800';-0.56;0.04
'3:08:40.804';-0.46;0.04
'3:08:40.808';-0.41;0.055
'3:08:40.812';-0.5;0.02
'3:08:40.816';-0.56;0.065
'3:08:40.820';-0.475;0.07
'3:08:40.824';-0.4;0.085
'3:08:40.828';-0.465;0.075
'3:08:40.832';-0.51;0.095
'3:08:40.836';-0.42;0.13
'3:08:40.840';-0.35;0.13
'3:08:40.844';-0.4;0.105
'3:08:40.848';-0.425;0.145
'3:08:40.852';-0.375;0.19
'3:08:40.856';-0.275;0.19
'3:08:40.860';-0.325;0.205
'3:08:40.864';-0.39;0.2
'3:08:40.868';-0.33;0.205
'3:08:40.872';-0.235;0.25
'3:08:40.876';-0.255;0.265
'3:08:40.880';-0.32;0.27
'3:08:40.884';-0.25;0.29
'3:08:40.888';-0.105;0.325
'3:08:40.892';-0.125;0.325
'3:08:40.896';-0.145;0.385
'3:08:40.900';-0.11;0.415
'3:08:40.904';0;0.47
'3:08:40.908';0.06;0.475
'3:08:40.912';-0.005;0.495
'3:08:40.916';0.005;0.57
'3:08:40.920';0.165;0.62
'3:08:40.924';0.23;0.66
'3:08:40.928';0.19;0.68
'3:08:40.932';0.165;0.71
'3:08:40.936';0.255;0.765
'3:08:40.940';0.315;0.785
'3:08:40.944';0.25;0.785
'3:08:40.948';0.21;0.775
'3:08:40.952';0.24;0.84
'3:08:40.956';0.31;0.905
'3:08:40.960';0.215;0.865
'3:08:40.964';0.14;0.865
'3:08:40.968';0.165;0.86
'3:08:40.972';0.175;0.825
'3:08:40.976';0.08;0.805
'3:08:40.980';-0.035;0.78
'3:08:40.984';-0.045;0.78
'3:08:40.988';0.01;0.715
'3:08:40.992';-0.12;0.64
'3:08:40.996';-0.235;0.59
'3:08:41.000';-0.25;0.545
'3:08:41.004';-0.195;0.495
'3:08:41.008';-0.235;0.44
'3:08:41.012';-0.325;0.405
'3:08:41.016';-0.29;0.375
'3:08:41.020';-0.235;0.345
'3:08:41.024';-0.28;0.265
'3:08:41.028';-0.385;0.215
'3:08:41.032';-0.38;0.195
'3:08:41.036';-0.275;0.155
'3:08:41.040';-0.27;0.105
'3:08:41.044';-0.385;0.105
'3:08:41.048';-0.395;0.07
'3:08:41.052';-0.31;0.065
'3:08:41.056';-0.3;0.05
'3:08:41.060';-0.385;0.03
'3:08:41.064';-0.43;0.03
'3:08:41.068';-0.36;0.06
'3:08:41.072';-0.305;0.03
'3:08:41.076';-0.405;0.02
'3:08:41.080';-0.435;0
'3:08:41.084';-0.335;0.015
'3:08:41.088';-0.28;0
'3:08:41.092';-0.365;0.005
'3:08:41.096';-0.45;0.015
'3:08:41.100';-0.35;0.025
'3:08:41.104';-0.265;0.05
'3:08:41.108';-0.31;0.02
'3:08:41.112';-0.36;0.02
'3:08:41.116';-0.33;0.04
'3:08:41.120';-0.25;0.045
'3:08:41.124';-0.315;0.015
'3:08:41.128';-0.415;0.035
'3:08:41.132';-0.38;0.065
'3:08:41.136';-0.295;0.07
'3:08:41.140';-0.32;0.09
'3:08:41.144';-0.425;0.065
'3:08:41.148';-0.385;0.07
'3:08:41.152';-0.32;0.075
'3:08:41.156';-0.335;0.02
'3:08:41.160';-0.41;0.035
'3:08:41.164';-0.415;0.055
'3:08:41.168';-0.315;0.075
'3:08:41.172';-0.31;0.065
'3:08:41.176';-0.42;0.015
'3:08:41.180';-0.465;0.025
'3:08:41.184';-0.345;0.005
'3:08:41.188';-0.32;-0.02
'3:08:41.192';-0.405;-0.01
'3:08:41.196';-0.445;-0.025
'3:08:41.200';-0.345;0.015
'3:08:41.204';-0.335;0.03
'3:08:41.208';-0.405;0.03
'3:08:41.212';-0.445;0.005
'3:08:41.216';-0.37;0.025
'3:08:41.220';-0.315;-0.01
'3:08:41.224';-0.37;-0.01
'3:08:41.228';-0.415;-0.005
'3:08:41.232';-0.38;0.025
'3:08:41.236';-0.285;0
'3:08:41.240';-0.36;-0.005
'3:08:41.244';-0.4;-0.045
'3:08:41.248';-0.385;-0.02
'3:08:41.252';-0.295;-0.02
'3:08:41.256';-0.355;-0.05
'3:08:41.260';-0.425;-0.08
'3:08:41.264';-0.355;-0.02
'3:08:41.268';-0.29;-0.025
'3:08:41.272';-0.31;-0.08
'3:08:41.276';-0.41;-0.065
'3:08:41.280';-0.4;-0.025
'3:08:41.284';-0.27;-0.025
'3:08:41.288';-0.235;-0.04
'3:08:41.292';-0.33;-0.03
'3:08:41.296';-0.35;-0.04
'3:08:41.300';-0.245;-0.05
'3:08:41.304';-0.23;-0.075
'3:08:41.308';-0.3;-0.06
'3:08:41.312';-0.3;-0.025
'3:08:41.316';-0.135;-0.005
'3:08:41.320';-0.06;-0.015
'3:08:41.324';-0.125;0
'3:08:41.328';-0.195;0.015
'3:08:41.332';-0.095;0.025
'3:08:41.336';-0.03;0.06
'3:08:41.340';-0.075;0.09
'3:08:41.344';-0.13;0.125
'3:08:41.348';-0.065;0.13
'3:08:41.352';-0.03;0.19
'3:08:41.356';-0.1;0.105
'3:08:41.360';-0.24;0.06
'3:08:41.364';-0.2;0.075
'3:08:41.368';-0.135;0.035
'3:08:41.372';-0.16;-0.05
'3:08:41.376';-0.24;-0.11
'3:08:41.380';-0.22;-0.14
'3:08:41.384';-0.185;-0.165
'3:08:41.388';-0.24;-0.135
'3:08:41.392';-0.36;-0.12
'3:08:41.396';-0.35;-0.13
'3:08:41.400';-0.3;-0.12
'3:08:41.404';-0.34;-0.12
'3:08:41.408';-0.43;-0.09
'3:08:41.412';-0.445;-0.065
'3:08:41.416';-0.345;-0.05
'3:08:41.420';-0.375;-0.1
'3:08:41.424';-0.445;-0.2
'3:08:41.428';-0.43;-0.175
'3:08:41.432';-0.315;-0.175
'3:08:41.436';-0.305;-0.195
'3:08:41.440';-0.395;-0.2
'3:08:41.444';-0.425;-0.19
'3:08:41.448';-0.365;-0.15
'3:08:41.452';-0.39;-0.16
'3:08:41.456';-0.425;-0.155
'3:08:41.460';-0.31;-0.115
'3:08:41.464';0.035;-0.08
'3:08:41.468';0.395;-0.005
'3:08:41.472';0.7;0.12
'3:08:41.476';1.015;0.26
'3:08:41.480';1.4;0.31
'3:08:41.484';1.565;0.455
'3:08:41.488';1.145;0.635
'3:08:41.492';0.505;0.46
'3:08:41.496';0.01;-0.045
'3:08:41.500';-0.34;-0.685
'3:08:41.504';-0.675;-1.185
'3:08:41.508';-0.815;-1.535
'3:08:41.512';-0.705;-1.755
'3:08:41.516';-0.51;-1.955
'3:08:41.520';-0.4;-2.085
'3:08:41.524';-0.385;-2.045
'3:08:41.528';-0.32;-1.69
'3:08:41.532';-0.235;-1.275
'3:08:41.536';-0.29;-0.915
'3:08:41.540';-0.36;-0.585
'3:08:41.544';-0.35;-0.305
'3:08:41.548';-0.265;-0.16
'3:08:41.552';-0.265;-0.09
'3:08:41.556';-0.38;-0.11
'3:08:41.560';-0.355;-0.09
'3:08:41.564';-0.245;-0.035
'3:08:41.568';-0.255;-0.01
'3:08:41.572';-0.34;-0.025
'3:08:41.576';-0.37;0
'3:08:41.580';-0.27;0.035
'3:08:41.584';-0.215;-0.015
'3:08:41.588';-0.28;-0.005
'3:08:41.592';-0.32;-0.02
'3:08:41.596';-0.235;0.02
'3:08:41.600';-0.205;0.03
'3:08:41.604';-0.31;0.02
'3:08:41.608';-0.33;0.015
'3:08:41.612';-0.235;0.04
'3:08:41.616';-0.175;0.09
'3:08:41.620';-0.21;0.055
'3:08:41.624';-0.29;0.075
'3:08:41.628';-0.215;0.105
'3:08:41.632';-0.14;0.125
'3:08:41.636';-0.17;0.12
'3:08:41.640';-0.22;0.125
'3:08:41.644';-0.135;0.145
'3:08:41.648';-0.03;0.15
'3:08:41.652';-0.045;0.155
'3:08:41.656';-0.1;0.18
'3:08:41.660';-0.01;0.225
'3:08:41.664';0.09;0.27
'3:08:41.668';0.1;0.3
'3:08:41.672';0.06;0.33
'3:08:41.676';0.115;0.375
'3:08:41.680';0.235;0.45
'3:08:41.684';0.27;0.425
'3:08:41.688';0.215;0.45
'3:08:41.692';0.235;0.47
'3:08:41.696';0.325;0.51
'3:08:41.700';0.39;0.595
'3:08:41.704';0.31;0.575
'3:08:41.708';0.31;0.61
'3:08:41.712';0.39;0.645
'3:08:41.716';0.43;0.66
'3:08:41.720';0.35;0.67
'3:08:41.724';0.305;0.69
'3:08:41.728';0.36;0.735
'3:08:41.732';0.37;0.75
'3:08:41.736';0.25;0.665
'3:08:41.740';0.18;0.655
'3:08:41.744';0.215;0.66
'3:08:41.748';0.23;0.66
'3:08:41.752';0.075;0.635
'3:08:41.756';-0.015;0.58
'3:08:41.760';-0.005;0.59
'3:08:41.764';0;0.555
'3:08:41.768';-0.135;0.485
'3:08:41.772';-0.21;0.405
'3:08:41.776';-0.19;0.36
'3:08:41.780';-0.145;0.3
'3:08:41.784';-0.185;0.24
'3:08:41.788';-0.3;0.185
'3:08:41.792';-0.25;0.14
'3:08:41.796';-0.2;0.14
'3:08:41.800';-0.26;0.085
'3:08:41.804';-0.365;0.08
'3:08:41.808';-0.32;0.055
'3:08:41.812';-0.245;0.06
'3:08:41.816';-0.285;0.005
'3:08:41.820';-0.375;-0.01
'3:08:41.824';-0.315;-0.03
'3:08:41.828';-0.215;-0.03
'3:08:41.832';-0.25;-0.07
'3:08:41.836';-0.345;-0.05
'3:08:41.840';-0.345;-0.03
'3:08:41.844';-0.25;-0.015
'3:08:41.848';-0.275;0
'3:08:41.852';-0.35;-0.02
'3:08:41.856';-0.37;0
'3:08:41.860';-0.25;0.015
'3:08:41.864';-0.25;-0.005
'3:08:41.868';-0.335;-0.01
'3:08:41.872';-0.32;-0.02
'3:08:41.876';-0.225;-0.015
'3:08:41.880';-0.19;-0.045
'3:08:41.884';-0.33;-0.005
'3:08:41.888';-0.35;0.015
'3:08:41.892';-0.265;0.03
'3:08:41.896';-0.245;0.04
'3:08:41.900';-0.32;0.005
'3:08:41.904';-0.37;-0.025
'3:08:41.908';-0.295;0.01
'3:08:41.912';-0.2;-0.005
'3:08:41.916';-0.295;-0.01
'3:08:41.920';-0.34;0
'3:08:41.924';-0.265;0.015
'3:08:41.928';-0.215;0.03
'3:08:41.932';-0.285;0.01
'3:08:41.936';-0.34;0.005
'3:08:41.940';-0.28;0.04
'3:08:41.944';-0.215;0
'3:08:41.948';-0.31;0
'3:08:41.952';-0.32;0.01
'3:08:41.956';-0.3;0
'3:08:41.960';-0.22;-0.01
'3:08:41.964';-0.33;-0.015
'3:08:41.968';-0.39;-0.02
'3:08:41.972';-0.34;-0.01
'3:08:41.976';-0.28;-0.015
'3:08:41.980';-0.34;-0.025
'3:08:41.984';-0.44;-0.04
'3:08:41.988';-0.355;0.01
'3:08:41.992';-0.265;0.015
'3:08:41.996';-0.29;-0.02
'3:08:42.000';-0.415;-0.09
'3:08:42.004';-0.4;-0.04
'3:08:42.008';-0.285;-0.03
'3:08:42.012';-0.32;-0.05
'3:08:42.016';-0.405;-0.055
'3:08:42.020';-0.385;-0.08
'3:08:42.024';-0.305;-0.055
'3:08:42.028';-0.31;-0.07
'3:08:42.032';-0.425;-0.05
'3:08:42.036';-0.39;-0.07
'3:08:42.040';-0.285;-0.005
'3:08:42.044';-0.28;-0.055
'3:08:42.048';-0.405;-0.08
'3:08:42.052';-0.395;-0.09
'3:08:42.056';-0.32;-0.05
'3:08:42.060';-0.34;-0.1
'3:08:42.064';-0.415;-0.125
'3:08:42.068';-0.375;-0.08
'3:08:42.072';-0.285;-0.095
'3:08:42.076';-0.245;-0.055
'3:08:42.080';-0.325;-0.075
'3:08:42.084';-0.295;-0.04
'3:08:42.088';-0.165;-0.02
'3:08:42.092';-0.095;-0.005
'3:08:42.096';-0.165;-0.005
'3:08:42.100';-0.17;-0.005
'3:08:42.104';-0.1;0.03
'3:08:42.108';0.01;0.055
'3:08:42.112';-0.095;0.09
'3:08:42.116';-0.16;0.125
'3:08:42.120';-0.08;0.155
'3:08:42.124';-0.025;0.14
'3:08:42.128';-0.145;0.11
'3:08:42.132';-0.255;0.08
'3:08:42.136';-0.195;0.065
'3:08:42.140';-0.15;0.025
'3:08:42.144';-0.235;-0.035
'3:08:42.148';-0.305;-0.07
'3:08:42.152';-0.305;-0.11
'3:08:42.156';-0.3;-0.12
'3:08:42.160';-0.41;-0.155
'3:08:42.164';-0.51;-0.135
'3:08:42.168';-0.47;-0.15
'3:08:42.172';-0.41;-0.13
'3:08:42.176';-0.46;-0.135
'3:08:42.180';-0.53;-0.125
'3:08:42.184';-0.52;-0.1
'3:08:42.188';-0.45;-0.065
'3:08:42.192';-0.465;-0.13
'3:08:42.196';-0.55;-0.105
'3:08:42.200';-0.51;-0.13
'3:08:42.204';-0.45;-0.14
'3:08:42.208';-0.465;-0.155
'3:08:42.212';-0.535;-0.175
'3:08:42.216';-0.55;-0.175
'3:08:42.220';-0.49;-0.155
'3:08:42.224';-0.52;-0.16
'3:08:42.228';-0.605;-0.165
'3:08:42.232';-0.485;-0.13
'3:08:42.236';-0.165;-0.09
'3:08:42.240';0.15;0
'3:08:42.244';0.485;0.15
'3:08:42.248';0.845;0.27
'3:08:42.252';1.245;0.33
'3:08:42.256';1.385;0.42
'3:08:42.260';0.98;0.545
'3:08:42.264';0.315;0.455
'3:08:42.268';-0.165;-0.085
'3:08:42.272';-0.585;-0.715
'3:08:42.276';-0.915;-1.185
'3:08:42.280';-0.985;-1.5
'3:08:42.284';-0.815;-1.755
'3:08:42.288';-0.635;-1.96
'3:08:42.292';-0.58;-2.09
'3:08:42.296';-0.57;-2.05
'3:08:42.300';-0.495;-1.715
'3:08:42.304';-0.435;-1.295
'3:08:42.308';-0.51;-0.925
'3:08:42.312';-0.61;-0.565
'3:08:42.316';-0.555;-0.32
'3:08:42.320';-0.435;-0.18
'3:08:42.324';-0.53;-0.135
'3:08:42.328';-0.575;-0.12
'3:08:42.332';-0.54;-0.075
'3:08:42.336';-0.435;-0.055
'3:08:42.340';-0.505;-0.065
'3:08:42.344';-0.575;-0.06
'3:08:42.348';-0.525;-0.025
'3:08:42.352';-0.46;-0.025
'3:08:42.356';-0.47;-0.02
'3:08:42.360';-0.545;-0.05
'3:08:42.364';-0.56;0
'3:08:42.368';-0.465;0
'3:08:42.372';-0.455;0.005
'3:08:42.376';-0.52;0.01
'3:08:42.380';-0.495;0.03
'3:08:42.384';-0.415;0.08
'3:08:42.388';-0.38;0.055
'3:08:42.392';-0.445;0.075
'3:08:42.396';-0.45;0.07
'3:08:42.400';-0.38;0.1
'3:08:42.404';-0.34;0.105
'3:08:42.408';-0.41;0.09
'3:08:42.412';-0.41;0.105
'3:08:42.416';-0.305;0.165
'3:08:42.420';-0.28;0.155
'3:08:42.424';-0.325;0.15
'3:08:42.428';-0.34;0.155
'3:08:42.432';-0.23;0.205
'3:08:42.436';-0.145;0.265
'3:08:42.440';-0.2;0.26
'3:08:42.444';-0.195;0.295
'3:08:42.448';-0.075;0.37
'3:08:42.452';0.01;0.415
'3:08:42.456';-0.04;0.44
'3:08:42.460';-0.01;0.485
'3:08:42.464';0.07;0.505
'3:08:42.468';0.155;0.605
'3:08:42.472';0.13;0.605
'3:08:42.476';0.085;0.635
'3:08:42.480';0.145;0.65
'3:08:42.484';0.215;0.695
'3:08:42.488';0.165;0.68
'3:08:42.492';0.1;0.69
'3:08:42.496';0.14;0.745
'3:08:42.500';0.165;0.765
'3:08:42.504';0.05;0.72
'3:08:42.508';-0.065;0.72
'3:08:42.512';-0.04;0.675
'3:08:42.516';-0.01;0.665
'3:08:42.520';-0.16;0.62
'3:08:42.524';-0.265;0.595
'3:08:42.528';-0.265;0.565
'3:08:42.532';-0.25;0.515
'3:08:42.536';-0.33;0.455
'3:08:42.540';-0.445;0.365
'3:08:42.544';-0.39;0.355
'3:08:42.548';-0.34;0.315
'3:08:42.552';-0.4;0.225
'3:08:42.556';-0.505;0.175
'3:08:42.560';-0.475;0.125
'3:08:42.564';-0.4;0.08
'3:08:42.568';-0.44;0.015
'3:08:42.572';-0.525;0.01
'3:08:42.576';-0.54;0.03
'3:08:42.580';-0.445;0.025
'3:08:42.584';-0.46;-0.03
'3:08:42.588';-0.585;-0.04
'3:08:42.592';-0.555;-0.075
'3:08:42.596';-0.485;-0.05
'3:08:42.600';-0.465;-0.07
'3:08:42.604';-0.555;-0.09
'3:08:42.608';-0.555;-0.08
'3:08:42.612';-0.475;-0.075
'3:08:42.616';-0.495;-0.075
'3:08:42.620';-0.55;-0.085
'3:08:42.624';-0.57;-0.095
'3:08:42.628';-0.48;-0.075
'3:08:42.632';-0.465;-0.055
'3:08:42.636';-0.54;-0.105
'3:08:42.640';-0.565;-0.11
'3:08:42.644';-0.48;-0.085
'3:08:42.648';-0.415;-0.09
'3:08:42.652';-0.505;-0.08
'3:08:42.656';-0.53;-0.09
'3:08:42.660';-0.48;-0.055
'3:08:42.664';-0.435;-0.035
'3:08:42.668';-0.495;-0.055
'3:08:42.672';-0.56;-0.025
'3:08:42.676';-0.485;-0.01
'3:08:42.680';-0.405;-0.015
'3:08:42.684';-0.48;-0.035
'3:08:42.688';-0.555;-0.03
'3:08:42.692';-0.49;-0.065
'3:08:42.696';-0.415;-0.045
'3:08:42.700';-0.505;-0.05
'3:08:42.704';-0.555;-0.03
'3:08:42.708';-0.515;0
'3:08:42.712';-0.435;0
'3:08:42.716';-0.485;-0.02
'3:08:42.720';-0.545;0
'3:08:42.724';-0.475;0
'3:08:42.728';-0.405;0.005
'3:08:42.732';-0.455;-0.02
'3:08:42.736';-0.545;-0.08
'3:08:42.740';-0.545;-0.03
'3:08:42.744';-0.43;-0.035
'3:08:42.748';-0.47;-0.01
'3:08:42.752';-0.55;-0.05
'3:08:42.756';-0.545;-0.04
'3:08:42.760';-0.46;0.01
'3:08:42.764';-0.43;0
'3:08:42.768';-0.535;0
'3:08:42.772';-0.575;-0.02
'3:08:42.776';-0.5;-0.035
'3:08:42.780';-0.44;-0.075
'3:08:42.784';-0.565;-0.085
'3:08:42.788';-0.58;-0.055
'3:08:42.792';-0.49;-0.03
'3:08:42.796';-0.48;-0.04
'3:08:42.800';-0.595;-0.02
'3:08:42.804';-0.58;-0.025
'3:08:42.808';-0.515;0.005
'3:08:42.812';-0.465;-0.01
'3:08:42.816';-0.55;-0.04
'3:08:42.820';-0.58;-0.075
'3:08:42.824';-0.475;-0.045
'3:08:42.828';-0.48;-0.055
'3:08:42.832';-0.55;-0.045
'3:08:42.836';-0.595;-0.025
'3:08:42.840';-0.495;-0.015
'3:08:42.844';-0.44;0
'3:08:42.848';-0.5;-0.025
'3:08:42.852';-0.52;0.025
'3:08:42.856';-0.405;0.035
'3:08:42.860';-0.255;-0.005
'3:08:42.864';-0.305;-0.035
'3:08:42.868';-0.36;-0.04
'3:08:42.872';-0.305;0.01
'3:08:42.876';-0.22;0.02
'3:08:42.880';-0.23;0.075
'3:08:42.884';-0.27;0.12
'3:08:42.888';-0.27;0.17
'3:08:42.892';-0.205;0.225
'3:08:42.896';-0.32;0.195
'3:08:42.900';-0.425;0.23
'3:08:42.904';-0.41;0.17
'3:08:42.908';-0.36;0.135
'3:08:42.912';-0.375;0.075
'3:08:42.916';-0.465;-0.015
'3:08:42.920';-0.475;-0.045
'3:08:42.924';-0.42;-0.07
'3:08:42.928';-0.48;-0.115
'3:08:42.932';-0.61;-0.085
'3:08:42.936';-0.65;-0.075
'3:08:42.940';-0.56;-0.07
'3:08:42.944';-0.605;-0.07
'3:08:42.948';-0.715;-0.08
'3:08:42.952';-0.74;-0.085
'3:08:42.956';-0.67;-0.045
'3:08:42.960';-0.625;-0.1
'3:08:42.964';-0.7;-0.08
'3:08:42.968';-0.725;-0.125
'3:08:42.972';-0.64;-0.1
'3:08:42.976';-0.625;-0.13
'3:08:42.980';-0.72;-0.13
'3:08:42.984';-0.75;-0.11
'3:08:42.988';-0.68;-0.14
'3:08:42.992';-0.655;-0.12
'3:08:42.996';-0.745;-0.15
'3:08:43.000';-0.75;-0.15
'3:08:43.004';-0.47;-0.1
'3:08:43.008';-0.2;-0.055
'3:08:43.012';0.085;0.065
'3:08:43.016';0.42;0.27
'3:08:43.020';0.905;0.355
'3:08:43.024';1.245;0.405
'3:08:43.028';1.115;0.525
'3:08:43.032';0.635;0.44
'3:08:43.036';0.045;-0.05
'3:08:43.040';-0.455;-0.775
'3:08:43.044';-0.905;-1.385
'3:08:43.048';-1.16;-1.8
'3:08:43.052';-1.09;-2.175
'3:08:43.056';-0.895;-2.345
'3:08:43.060';-0.83;-2.46
'3:08:43.064';-0.765;-2.34
'3:08:43.068';-0.67;-1.935
'3:08:43.072';-0.585;-1.415
'3:08:43.076';-0.655;-0.975
'3:08:43.080';-0.715;-0.58
'3:08:43.084';-0.68;-0.31
'3:08:43.088';-0.56;-0.135
'3:08:43.092';-0.585;-0.075
'3:08:43.096';-0.68;-0.04
'3:08:43.100';-0.64;0.01
'3:08:43.104';-0.53;0.06
'3:08:43.108';-0.58;0.035
'3:08:43.112';-0.64;0.025
'3:08:43.116';-0.635;0.03
'3:08:43.120';-0.545;0.14
'3:08:43.124';-0.55;0.135
'3:08:43.128';-0.65;0.095
'3:08:43.132';-0.64;0.09
'3:08:43.136';-0.555;0.055
'3:08:43.140';-0.555;0.045
'3:08:43.144';-0.65;0.065
'3:08:43.148';-0.625;0.11
'3:08:43.152';-0.525;0.115
'3:08:43.156';-0.52;0.105
'3:08:43.160';-0.6;0.135
'3:08:43.164';-0.61;0.17
'3:08:43.168';-0.465;0.21
'3:08:43.172';-0.45;0.21
'3:08:43.176';-0.495;0.225
'3:08:43.180';-0.505;0.245
'3:08:43.184';-0.42;0.285
'3:08:43.188';-0.36;0.3
'3:08:43.192';-0.395;0.335
'3:08:43.196';-0.435;0.33
'3:08:43.200';-0.33;0.4
'3:08:43.204';-0.25;0.435
'3:08:43.208';-0.28;0.445
'3:08:43.212';-0.31;0.495
'3:08:43.216';-0.195;0.505
'3:08:43.220';-0.085;0.565
'3:08:43.224';-0.155;0.62
'3:08:43.228';-0.16;0.64
'3:08:43.232';-0.08;0.665
'3:08:43.236';-0.01;0.725
'3:08:43.240';0.01;0.715
'3:08:43.244';-0.055;0.77
'3:08:43.248';0.02;0.81
'3:08:43.252';0.14;0.88
'3:08:43.256';0.08;0.875
'3:08:43.260';0.04;0.865
'3:08:43.264';0.05;0.855
'3:08:43.268';0.145;0.89
'3:08:43.272';0.05;0.91
'3:08:43.276';-0.055;0.9
'3:08:43.280';-0.105;0.91
'3:08:43.284';-0.05;0.915
'3:08:43.288';-0.105;0.88
'3:08:43.292';-0.24;0.79
'3:08:43.296';-0.305;0.84
'3:08:43.300';-0.245;0.765
'3:08:43.304';-0.295;0.665
'3:08:43.308';-0.445;0.57
'3:08:43.312';-0.505;0.54
'3:08:43.316';-0.465;0.555
'3:08:43.320';-0.43;0.455
'3:08:43.324';-0.55;0.365
'3:08:43.328';-0.585;0.29
'3:08:43.332';-0.55;0.22
'3:08:43.336';-0.505;0.155
'3:08:43.340';-0.6;0.135
'3:08:43.344';-0.64;0.125
'3:08:43.348';-0.605;0.125
'3:08:43.352';-0.56;0.095
'3:08:43.356';-0.625;0.045
'3:08:43.360';-0.68;0.015
'3:08:43.364';-0.58;0.025
'3:08:43.368';-0.55;0.03
'3:08:43.372';-0.595;0
'3:08:43.376';-0.655;-0.025
'3:08:43.380';-0.585;0.015
'3:08:43.384';-0.54;0
'3:08:43.388';-0.61;-0.035
'3:08:43.392';-0.675;-0.05
'3:08:43.396';-0.61;-0.015
'3:08:43.400';-0.56;-0.01
'3:08:43.404';-0.625;-0.05
'3:08:43.408';-0.695;-0.04
'3:08:43.412';-0.655;-0.035
'3:08:43.416';-0.555;0.01
'3:08:43.420';-0.605;0
'3:08:43.424';-0.715;0
'3:08:43.428';-0.67;0
'3:08:43.432';-0.55;0.015
'3:08:43.436';-0.615;0
'3:08:43.440';-0.67;-0.005
'3:08:43.444';-0.67;0.015
'3:08:43.448';-0.555;0.035
'3:08:43.452';-0.55;0.035
'3:08:43.456';-0.65;0.01
'3:08:43.460';-0.655;0.05
'3:08:43.464';-0.565;0.045
'3:08:43.468';-0.58;0.045
'3:08:43.472';-0.655;0.035
'3:08:43.476';-0.655;0
'3:08:43.480';-0.6;0.005
'3:08:43.484';-0.605;0.03
'3:08:43.488';-0.68;0.005
'3:08:43.492';-0.71;0.005
'3:08:43.496';-0.605;0.05
'3:08:43.500';-0.605;0
'3:08:43.504';-0.69;-0.015
'3:08:43.508';-0.7;-0.025
'3:08:43.512';-0.615;-0.02
'3:08:43.516';-0.595;-0.035
