'Time';'ECG1';'ECG2'
'[20:02:52.024]';0.065;-0.405
'[20:02:52.028]';0.07;-0.38
'[20:02:52.032]';0.075;-0.395
'[20:02:52.036]';0.07;-0.395
'[20:02:52.040]';0.075;-0.415
'[20:02:52.044]';0.11;-0.42
'[20:02:52.048]';0.095;-0.44
'[20:02:52.052]';0.065;-0.44
'[20:02:52.056]';0.085;-0.465
'[20:02:52.060]';0.085;-0.485
'[20:02:52.064]';0.09;-0.47
'[20:02:52.068]';0.09;-0.465
'[20:02:52.072]';0.065;-0.47
'[20:02:52.076]';0.08;-0.45
'[20:02:52.080]';0.075;-0.455
'[20:02:52.084]';0.08;-0.475
'[20:02:52.088]';0.08;-0.45
'[20:02:52.092]';0.06;-0.445
'[20:02:52.096]';0.085;-0.44
'[20:02:52.100]';0.075;-0.465
'[20:02:52.104]';0.115;-0.47
'[20:02:52.108]';0.075;-0.46
'[20:02:52.112]';0.1;-0.47
'[20:02:52.116]';0.105;-0.455
'[20:02:52.120]';0.1;-0.475
'[20:02:52.124]';0.1;-0.495
'[20:02:52.128]';0.115;-0.47
'[20:02:52.132]';0.14;-0.485
'[20:02:52.136]';0.125;-0.495
'[20:02:52.140]';0.12;-0.475
'[20:02:52.144]';0.115;-0.465
'[20:02:52.148]';0.08;-0.47
'[20:02:52.152]';0.085;-0.45
'[20:02:52.156]';0.08;-0.48
'[20:02:52.160]';0.06;-0.465
'[20:02:52.164]';0.09;-0.5
'[20:02:52.168]';0.11;-0.48
'[20:02:52.172]';0.11;-0.45
'[20:02:52.176]';0.125;-0.48
'[20:02:52.180]';0.135;-0.505
'[20:02:52.184]';0.09;-0.48
'[20:02:52.188]';0.12;-0.505
'[20:02:52.192]';0.085;-0.5
'[20:02:52.196]';0.08;-0.505
'[20:02:52.200]';0.09;-0.49
'[20:02:52.204]';0.105;-0.495
'[20:02:52.208]';0.065;-0.47
'[20:02:52.212]';0.11;-0.47
'[20:02:52.216]';0.09;-0.465
'[20:02:52.220]';0.11;-0.465
'[20:02:52.224]';0.085;-0.465
'[20:02:52.228]';0.095;-0.48
'[20:02:52.232]';0.1;-0.475
'[20:02:52.236]';0.095;-0.465
'[20:02:52.240]';0.075;-0.48
'[20:02:52.244]';0.12;-0.5
'[20:02:52.248]';0.075;-0.5
'[20:02:52.252]';0.09;-0.53
'[20:02:52.256]';0.05;-0.505
'[20:02:52.260]';0.085;-0.525
'[20:02:52.264]';0.08;-0.505
'[20:02:52.268]';0.1;-0.505
'[20:02:52.272]';0.085;-0.5
'[20:02:52.276]';0.11;-0.49
'[20:02:52.280]';0.1;-0.49
'[20:02:52.284]';0.06;-0.49
'[20:02:52.288]';0.07;-0.45
'[20:02:52.292]';0.095;-0.445
'[20:02:52.296]';0.09;-0.455
'[20:02:52.300]';0.105;-0.425
'[20:02:52.304]';0.11;-0.435
'[20:02:52.308]';0.075;-0.41
'[20:02:52.312]';0.115;-0.405
'[20:02:52.316]';0.155;-0.405
'[20:02:52.320]';0.14;-0.37
'[20:02:52.324]';0.165;-0.39
'[20:02:52.328]';0.165;-0.395
'[20:02:52.332]';0.15;-0.38
'[20:02:52.336]';0.12;-0.375
'[20:02:52.340]';0.085;-0.37
'[20:02:52.344]';0.085;-0.36
'[20:02:52.348]';0.145;-0.355
'[20:02:52.352]';0.125;-0.355
'[20:02:52.356]';0.135;-0.36
'[20:02:52.360]';0.13;-0.4
'[20:02:52.364]';0.105;-0.455
'[20:02:52.368]';0.09;-0.475
'[20:02:52.372]';0.11;-0.52
'[20:02:52.376]';0.125;-0.52
'[20:02:52.380]';0.135;-0.545
'[20:02:52.384]';0.17;-0.53
'[20:02:52.388]';0.155;-0.525
'[20:02:52.392]';0.125;-0.545
'[20:02:52.396]';0.135;-0.54
'[20:02:52.400]';0.145;-0.54
'[20:02:52.404]';0.105;-0.52
'[20:02:52.408]';0.115;-0.52
'[20:02:52.412]';0.11;-0.52
'[20:02:52.416]';0.095;-0.515
'[20:02:52.420]';0.075;-0.52
'[20:02:52.424]';0.065;-0.505
'[20:02:52.428]';0.09;-0.56
'[20:02:52.432]';0.085;-0.55
'[20:02:52.436]';0.11;-0.62
'[20:02:52.440]';0.115;-0.595
'[20:02:52.444]';0.115;-0.395
'[20:02:52.448]';0.1;0
'[20:02:52.452]';0.095;0.525
'[20:02:52.456]';0.1;1.04
'[20:02:52.460]';0.11;1.325
'[20:02:52.464]';0.015;1.315
'[20:02:52.468]';-0.18;0.9
'[20:02:52.472]';-0.315;0.305
'[20:02:52.476]';-0.48;-0.32
'[20:02:52.480]';-0.61;-0.89
'[20:02:52.484]';-0.735;-1.255
'[20:02:52.488]';-0.81;-1.355
'[20:02:52.492]';-0.775;-1.26
'[20:02:52.496]';-0.465;-1.105
'[20:02:52.500]';-0.01;-0.915
'[20:02:52.504]';0.325;-0.77
'[20:02:52.508]';0.4;-0.61
'[20:02:52.512]';0.365;-0.54
'[20:02:52.516]';0.275;-0.5
'[20:02:52.520]';0.175;-0.495
'[20:02:52.524]';0.135;-0.455
'[20:02:52.528]';0.095;-0.445
'[20:02:52.532]';0.145;-0.41
'[20:02:52.536]';0.165;-0.43
'[20:02:52.540]';0.185;-0.43
'[20:02:52.544]';0.19;-0.4
'[20:02:52.548]';0.195;-0.425
'[20:02:52.552]';0.17;-0.39
'[20:02:52.556]';0.16;-0.385
'[20:02:52.560]';0.18;-0.42
'[20:02:52.564]';0.215;-0.4
'[20:02:52.568]';0.215;-0.405
'[20:02:52.572]';0.205;-0.41
'[20:02:52.576]';0.225;-0.425
'[20:02:52.580]';0.23;-0.395
'[20:02:52.584]';0.22;-0.365
'[20:02:52.588]';0.21;-0.375
'[20:02:52.592]';0.2;-0.4
'[20:02:52.596]';0.21;-0.365
'[20:02:52.600]';0.22;-0.345
'[20:02:52.604]';0.19;-0.35
'[20:02:52.608]';0.245;-0.345
'[20:02:52.612]';0.26;-0.35
'[20:02:52.616]';0.245;-0.37
'[20:02:52.620]';0.21;-0.34
'[20:02:52.624]';0.255;-0.335
'[20:02:52.628]';0.24;-0.32
'[20:02:52.632]';0.23;-0.36
'[20:02:52.636]';0.225;-0.34
'[20:02:52.640]';0.235;-0.35
'[20:02:52.644]';0.235;-0.335
'[20:02:52.648]';0.245;-0.345
'[20:02:52.652]';0.255;-0.335
'[20:02:52.656]';0.225;-0.31
'[20:02:52.660]';0.25;-0.32
'[20:02:52.664]';0.235;-0.265
'[20:02:52.668]';0.22;-0.275
'[20:02:52.672]';0.24;-0.265
'[20:02:52.676]';0.225;-0.295
'[20:02:52.680]';0.24;-0.285
'[20:02:52.684]';0.215;-0.29
'[20:02:52.688]';0.235;-0.29
'[20:02:52.692]';0.245;-0.275
'[20:02:52.696]';0.25;-0.295
'[20:02:52.700]';0.255;-0.315
'[20:02:52.704]';0.25;-0.345
'[20:02:52.708]';0.23;-0.335
'[20:02:52.712]';0.22;-0.32
'[20:02:52.716]';0.2;-0.35
'[20:02:52.720]';0.22;-0.345
'[20:02:52.724]';0.22;-0.39
'[20:02:52.728]';0.21;-0.39
'[20:02:52.732]';0.21;-0.405
'[20:02:52.736]';0.155;-0.4
'[20:02:52.740]';0.17;-0.405
'[20:02:52.744]';0.16;-0.43
'[20:02:52.748]';0.15;-0.45
'[20:02:52.752]';0.135;-0.435
'[20:02:52.756]';0.12;-0.47
'[20:02:52.760]';0.115;-0.49
'[20:02:52.764]';0.08;-0.495
'[20:02:52.768]';0.1;-0.485
'[20:02:52.772]';0.075;-0.485
'[20:02:52.776]';0.105;-0.475
'[20:02:52.780]';0.05;-0.475
'[20:02:52.784]';0.02;-0.43
'[20:02:52.788]';0.02;-0.415
'[20:02:52.792]';0.035;-0.41
'[20:02:52.796]';0.025;-0.405
'[20:02:52.800]';0.035;-0.39
'[20:02:52.804]';0.01;-0.39
'[20:02:52.808]';0.015;-0.375
'[20:02:52.812]';0.015;-0.38
'[20:02:52.816]';0.03;-0.375
'[20:02:52.820]';0.045;-0.405
'[20:02:52.824]';0.04;-0.435
'[20:02:52.828]';0.045;-0.45
'[20:02:52.832]';0.065;-0.45
'[20:02:52.836]';0.08;-0.42
'[20:02:52.840]';0.09;-0.44
'[20:02:52.844]';0.115;-0.445
'[20:02:52.848]';0.15;-0.425
'[20:02:52.852]';0.145;-0.37
'[20:02:52.856]';0.15;-0.39
'[20:02:52.860]';0.14;-0.39
'[20:02:52.864]';0.155;-0.395
'[20:02:52.868]';0.145;-0.375
'[20:02:52.872]';0.16;-0.39
'[20:02:52.876]';0.165;-0.395
'[20:02:52.880]';0.18;-0.375
'[20:02:52.884]';0.16;-0.375
'[20:02:52.888]';0.19;-0.4
'[20:02:52.892]';0.155;-0.405
'[20:02:52.896]';0.155;-0.41
'[20:02:52.900]';0.155;-0.375
'[20:02:52.904]';0.185;-0.38
'[20:02:52.908]';0.155;-0.395
'[20:02:52.912]';0.125;-0.405
'[20:02:52.916]';0.145;-0.36
'[20:02:52.920]';0.13;-0.365
'[20:02:52.924]';0.155;-0.38
'[20:02:52.928]';0.12;-0.35
'[20:02:52.932]';0.13;-0.36
'[20:02:52.936]';0.16;-0.38
'[20:02:52.940]';0.17;-0.375
'[20:02:52.944]';0.13;-0.365
'[20:02:52.948]';0.145;-0.385
'[20:02:52.952]';0.175;-0.37
'[20:02:52.956]';0.14;-0.395
'[20:02:52.960]';0.185;-0.4
'[20:02:52.964]';0.135;-0.4
'[20:02:52.968]';0.17;-0.395
'[20:02:52.972]';0.135;-0.415
'[20:02:52.976]';0.155;-0.42
'[20:02:52.980]';0.155;-0.415
'[20:02:52.984]';0.18;-0.39
'[20:02:52.988]';0.17;-0.415
'[20:02:52.992]';0.155;-0.415
'[20:02:52.996]';0.135;-0.44
'[20:02:53.000]';0.18;-0.425
'[20:02:53.004]';0.195;-0.415
'[20:02:53.008]';0.19;-0.43
'[20:02:53.012]';0.205;-0.425
'[20:02:53.016]';0.145;-0.425
'[20:02:53.020]';0.175;-0.45
'[20:02:53.024]';0.175;-0.43
'[20:02:53.028]';0.175;-0.47
'[20:02:53.032]';0.195;-0.46
'[20:02:53.036]';0.19;-0.445
'[20:02:53.040]';0.2;-0.445
'[20:02:53.044]';0.175;-0.455
'[20:02:53.048]';0.16;-0.425
'[20:02:53.052]';0.185;-0.425
'[20:02:53.056]';0.18;-0.445
'[20:02:53.060]';0.15;-0.45
'[20:02:53.064]';0.18;-0.44
'[20:02:53.068]';0.185;-0.44
'[20:02:53.072]';0.19;-0.41
'[20:02:53.076]';0.165;-0.435
'[20:02:53.080]';0.185;-0.45
'[20:02:53.084]';0.18;-0.455
'[20:02:53.088]';0.175;-0.485
'[20:02:53.092]';0.19;-0.42
'[20:02:53.096]';0.18;-0.48
'[20:02:53.100]';0.215;-0.45
'[20:02:53.104]';0.19;-0.46
'[20:02:53.108]';0.205;-0.445
'[20:02:53.112]';0.18;-0.44
'[20:02:53.116]';0.175;-0.43
'[20:02:53.120]';0.185;-0.455
'[20:02:53.124]';0.19;-0.45
'[20:02:53.128]';0.175;-0.435
'[20:02:53.132]';0.17;-0.43
'[20:02:53.136]';0.195;-0.43
'[20:02:53.140]';0.18;-0.46
'[20:02:53.144]';0.205;-0.445
'[20:02:53.148]';0.215;-0.465
'[20:02:53.152]';0.2;-0.45
'[20:02:53.156]';0.215;-0.455
'[20:02:53.160]';0.24;-0.45
'[20:02:53.164]';0.235;-0.455
'[20:02:53.168]';0.24;-0.465
'[20:02:53.172]';0.195;-0.44
'[20:02:53.176]';0.21;-0.445
'[20:02:53.180]';0.2;-0.445
'[20:02:53.184]';0.18;-0.47
'[20:02:53.188]';0.195;-0.46
'[20:02:53.192]';0.185;-0.46
'[20:02:53.196]';0.165;-0.46
'[20:02:53.200]';0.18;-0.45
'[20:02:53.204]';0.22;-0.465
'[20:02:53.208]';0.195;-0.505
'[20:02:53.212]';0.19;-0.505
'[20:02:53.216]';0.195;-0.48
'[20:02:53.220]';0.185;-0.475
'[20:02:53.224]';0.195;-0.445
'[20:02:53.228]';0.17;-0.455
'[20:02:53.232]';0.135;-0.445
'[20:02:53.236]';0.165;-0.41
'[20:02:53.240]';0.18;-0.385
'[20:02:53.244]';0.155;-0.4
'[20:02:53.248]';0.18;-0.34
'[20:02:53.252]';0.19;-0.35
'[20:02:53.256]';0.205;-0.33
'[20:02:53.260]';0.21;-0.35
'[20:02:53.264]';0.185;-0.36
'[20:02:53.268]';0.205;-0.345
'[20:02:53.272]';0.19;-0.37
'[20:02:53.276]';0.175;-0.37
'[20:02:53.280]';0.2;-0.35
'[20:02:53.284]';0.205;-0.35
'[20:02:53.288]';0.19;-0.365
'[20:02:53.292]';0.18;-0.39
'[20:02:53.296]';0.195;-0.43
'[20:02:53.300]';0.175;-0.435
'[20:02:53.304]';0.17;-0.47
'[20:02:53.308]';0.18;-0.495
'[20:02:53.312]';0.175;-0.495
'[20:02:53.316]';0.18;-0.5
'[20:02:53.320]';0.21;-0.52
'[20:02:53.324]';0.22;-0.5
'[20:02:53.328]';0.2;-0.51
'[20:02:53.332]';0.195;-0.505
'[20:02:53.336]';0.21;-0.52
'[20:02:53.340]';0.18;-0.52
'[20:02:53.344]';0.17;-0.53
'[20:02:53.348]';0.18;-0.515
'[20:02:53.352]';0.2;-0.525
'[20:02:53.356]';0.14;-0.495
'[20:02:53.360]';0.165;-0.495
'[20:02:53.364]';0.14;-0.52
'[20:02:53.368]';0.175;-0.54
'[20:02:53.372]';0.18;-0.605
'[20:02:53.376]';0.155;-0.525
'[20:02:53.380]';0.155;-0.25
'[20:02:53.384]';0.17;0.17
'[20:02:53.388]';0.175;0.735
'[20:02:53.392]';0.22;1.21
'[20:02:53.396]';0.2;1.405
'[20:02:53.400]';0.03;1.25
'[20:02:53.404]';-0.1;0.74
'[20:02:53.408]';-0.27;0.135
'[20:02:53.412]';-0.415;-0.485
'[20:02:53.416]';-0.58;-1.01
'[20:02:53.420]';-0.68;-1.305
'[20:02:53.424]';-0.735;-1.32
'[20:02:53.428]';-0.615;-1.195
'[20:02:53.432]';-0.225;-1
'[20:02:53.436]';0.23;-0.84
'[20:02:53.440]';0.49;-0.645
'[20:02:53.444]';0.48;-0.555
'[20:02:53.448]';0.42;-0.52
'[20:02:53.452]';0.315;-0.48
'[20:02:53.456]';0.225;-0.46
'[20:02:53.460]';0.18;-0.445
'[20:02:53.464]';0.225;-0.465
'[20:02:53.468]';0.22;-0.44
'[20:02:53.472]';0.23;-0.42
'[20:02:53.476]';0.23;-0.43
'[20:02:53.480]';0.255;-0.41
'[20:02:53.484]';0.26;-0.435
'[20:02:53.488]';0.245;-0.4
'[20:02:53.492]';0.23;-0.365
'[20:02:53.496]';0.26;-0.38
'[20:02:53.500]';0.275;-0.4
'[20:02:53.504]';0.27;-0.385
'[20:02:53.508]';0.26;-0.38
'[20:02:53.512]';0.275;-0.39
'[20:02:53.516]';0.285;-0.38
'[20:02:53.520]';0.27;-0.365
'[20:02:53.524]';0.265;-0.405
'[20:02:53.528]';0.275;-0.38
'[20:02:53.532]';0.28;-0.4
'[20:02:53.536]';0.31;-0.38
'[20:02:53.540]';0.285;-0.365
'[20:02:53.544]';0.285;-0.37
'[20:02:53.548]';0.295;-0.385
'[20:02:53.552]';0.285;-0.325
'[20:02:53.556]';0.29;-0.33
'[20:02:53.560]';0.29;-0.32
'[20:02:53.564]';0.305;-0.325
'[20:02:53.568]';0.305;-0.31
'[20:02:53.572]';0.3;-0.31
'[20:02:53.576]';0.3;-0.32
'[20:02:53.580]';0.295;-0.31
'[20:02:53.584]';0.32;-0.305
'[20:02:53.588]';0.275;-0.31
'[20:02:53.592]';0.31;-0.31
'[20:02:53.596]';0.315;-0.355
'[20:02:53.600]';0.305;-0.33
'[20:02:53.604]';0.315;-0.32
'[20:02:53.608]';0.305;-0.31
'[20:02:53.612]';0.335;-0.34
'[20:02:53.616]';0.305;-0.29
'[20:02:53.620]';0.285;-0.295
'[20:02:53.624]';0.29;-0.29
'[20:02:53.628]';0.285;-0.3
'[20:02:53.632]';0.3;-0.275
'[20:02:53.636]';0.275;-0.28
'[20:02:53.640]';0.285;-0.29
'[20:02:53.644]';0.27;-0.31
'[20:02:53.648]';0.26;-0.335
'[20:02:53.652]';0.235;-0.355
'[20:02:53.656]';0.24;-0.37
'[20:02:53.660]';0.24;-0.39
'[20:02:53.664]';0.225;-0.395
'[20:02:53.668]';0.195;-0.395
'[20:02:53.672]';0.2;-0.41
'[20:02:53.676]';0.18;-0.395
'[20:02:53.680]';0.185;-0.42
'[20:02:53.684]';0.185;-0.415
'[20:02:53.688]';0.145;-0.4
'[20:02:53.692]';0.12;-0.4
'[20:02:53.696]';0.135;-0.445
'[20:02:53.700]';0.12;-0.44
'[20:02:53.704]';0.12;-0.405
'[20:02:53.708]';0.13;-0.435
'[20:02:53.712]';0.1;-0.46
'[20:02:53.716]';0.08;-0.44
'[20:02:53.720]';0.055;-0.4
'[20:02:53.724]';0.07;-0.415
'[20:02:53.728]';0.055;-0.38
'[20:02:53.732]';0.045;-0.39
'[20:02:53.736]';0.03;-0.36
'[20:02:53.740]';0.035;-0.385
'[20:02:53.744]';0.06;-0.355
'[20:02:53.748]';0.05;-0.34
'[20:02:53.752]';0.075;-0.36
'[20:02:53.756]';0.06;-0.355
'[20:02:53.760]';0.11;-0.385
'[20:02:53.764]';0.125;-0.355
'[20:02:53.768]';0.115;-0.365
'[20:02:53.772]';0.17;-0.375
'[20:02:53.776]';0.145;-0.4
'[20:02:53.780]';0.155;-0.41
'[20:02:53.784]';0.175;-0.41
'[20:02:53.788]';0.195;-0.38
'[20:02:53.792]';0.185;-0.35
'[20:02:53.796]';0.2;-0.355
'[20:02:53.800]';0.2;-0.375
'[20:02:53.804]';0.205;-0.38
'[20:02:53.808]';0.195;-0.365
'[20:02:53.812]';0.2;-0.355
'[20:02:53.816]';0.18;-0.345
'[20:02:53.820]';0.205;-0.34
'[20:02:53.824]';0.18;-0.34
'[20:02:53.828]';0.22;-0.345
'[20:02:53.832]';0.23;-0.36
'[20:02:53.836]';0.23;-0.355
'[20:02:53.840]';0.245;-0.355
'[20:02:53.844]';0.21;-0.38
'[20:02:53.848]';0.225;-0.38
'[20:02:53.852]';0.225;-0.345
'[20:02:53.856]';0.24;-0.35
'[20:02:53.860]';0.22;-0.355
'[20:02:53.864]';0.23;-0.345
'[20:02:53.868]';0.185;-0.33
'[20:02:53.872]';0.19;-0.32
'[20:02:53.876]';0.195;-0.34
'[20:02:53.880]';0.195;-0.355
'[20:02:53.884]';0.175;-0.36
'[20:02:53.888]';0.205;-0.365
'[20:02:53.892]';0.225;-0.37
'[20:02:53.896]';0.21;-0.4
'[20:02:53.900]';0.28;-0.41
'[20:02:53.904]';0.245;-0.425
'[20:02:53.908]';0.245;-0.435
'[20:02:53.912]';0.23;-0.42
'[20:02:53.916]';0.235;-0.435
'[20:02:53.920]';0.235;-0.4
'[20:02:53.924]';0.225;-0.405
'[20:02:53.928]';0.23;-0.4
'[20:02:53.932]';0.23;-0.44
'[20:02:53.936]';0.19;-0.41
'[20:02:53.940]';0.185;-0.42
'[20:02:53.944]';0.185;-0.46
'[20:02:53.948]';0.24;-0.425
'[20:02:53.952]';0.2;-0.45
'[20:02:53.956]';0.195;-0.45
'[20:02:53.960]';0.225;-0.44
'[20:02:53.964]';0.22;-0.42
'[20:02:53.968]';0.21;-0.445
'[20:02:53.972]';0.24;-0.445
'[20:02:53.976]';0.23;-0.435
'[20:02:53.980]';0.195;-0.445
'[20:02:53.984]';0.215;-0.455
'[20:02:53.988]';0.22;-0.46
'[20:02:53.992]';0.2;-0.44
'[20:02:53.996]';0.245;-0.4
'[20:02:54.000]';0.21;-0.425
'[20:02:54.004]';0.24;-0.43
'[20:02:54.008]';0.235;-0.4
'[20:02:54.012]';0.245;-0.41
'[20:02:54.016]';0.235;-0.42
'[20:02:54.020]';0.24;-0.4
'[20:02:54.024]';0.23;-0.415
'[20:02:54.028]';0.24;-0.415
'[20:02:54.032]';0.225;-0.44
'[20:02:54.036]';0.23;-0.435
'[20:02:54.040]';0.24;-0.415
'[20:02:54.044]';0.22;-0.42
'[20:02:54.048]';0.235;-0.44
'[20:02:54.052]';0.195;-0.43
'[20:02:54.056]';0.23;-0.4
'[20:02:54.060]';0.23;-0.38
'[20:02:54.064]';0.23;-0.41
'[20:02:54.068]';0.2;-0.44
'[20:02:54.072]';0.225;-0.41
'[20:02:54.076]';0.215;-0.39
'[20:02:54.080]';0.235;-0.395
'[20:02:54.084]';0.21;-0.44
'[20:02:54.088]';0.22;-0.435
'[20:02:54.092]';0.195;-0.445
'[20:02:54.096]';0.205;-0.43
'[20:02:54.100]';0.235;-0.41
'[20:02:54.104]';0.22;-0.43
'[20:02:54.108]';0.2;-0.425
'[20:02:54.112]';0.215;-0.415
'[20:02:54.116]';0.22;-0.385
'[20:02:54.120]';0.245;-0.38
'[20:02:54.124]';0.2;-0.41
'[20:02:54.128]';0.2;-0.365
'[20:02:54.132]';0.21;-0.405
'[20:02:54.136]';0.195;-0.42
'[20:02:54.140]';0.19;-0.39
'[20:02:54.144]';0.2;-0.4
'[20:02:54.148]';0.21;-0.42
'[20:02:54.152]';0.205;-0.4
'[20:02:54.156]';0.21;-0.42
'[20:02:54.160]';0.19;-0.42
'[20:02:54.164]';0.21;-0.385
'[20:02:54.168]';0.18;-0.4
'[20:02:54.172]';0.21;-0.36
'[20:02:54.176]';0.21;-0.32
'[20:02:54.180]';0.235;-0.29
'[20:02:54.184]';0.26;-0.29
'[20:02:54.188]';0.26;-0.27
'[20:02:54.192]';0.225;-0.24
'[20:02:54.196]';0.225;-0.255
'[20:02:54.200]';0.23;-0.26
'[20:02:54.204]';0.225;-0.265
'[20:02:54.208]';0.22;-0.27
'[20:02:54.212]';0.255;-0.275
'[20:02:54.216]';0.255;-0.3
'[20:02:54.220]';0.205;-0.335
'[20:02:54.224]';0.18;-0.365
'[20:02:54.228]';0.195;-0.425
'[20:02:54.232]';0.225;-0.435
'[20:02:54.236]';0.21;-0.43
'[20:02:54.240]';0.21;-0.41
'[20:02:54.244]';0.23;-0.41
'[20:02:54.248]';0.235;-0.435
'[20:02:54.252]';0.215;-0.44
'[20:02:54.256]';0.185;-0.445
'[20:02:54.260]';0.2;-0.45
'[20:02:54.264]';0.14;-0.435
'[20:02:54.268]';0.18;-0.445
'[20:02:54.272]';0.17;-0.46
'[20:02:54.276]';0.16;-0.46
'[20:02:54.280]';0.18;-0.485
'[20:02:54.284]';0.185;-0.465
'[20:02:54.288]';0.17;-0.47
'[20:02:54.292]';0.175;-0.495
'[20:02:54.296]';0.185;-0.53
'[20:02:54.300]';0.17;-0.53
'[20:02:54.304]';0.17;-0.405
'[20:02:54.308]';0.165;-0.065
'[20:02:54.312]';0.185;0.455
'[20:02:54.316]';0.19;0.945
'[20:02:54.320]';0.195;1.33
'[20:02:54.324]';0.11;1.415
'[20:02:54.328]';-0.075;1.05
'[20:02:54.332]';-0.225;0.515
'[20:02:54.336]';-0.39;-0.06
'[20:02:54.340]';-0.56;-0.59
'[20:02:54.344]';-0.675;-1.04
'[20:02:54.348]';-0.72;-1.28
'[20:02:54.352]';-0.68;-1.27
'[20:02:54.356]';-0.455;-1.11
'[20:02:54.360]';0.05;-0.975
'[20:02:54.364]';0.445;-0.765
'[20:02:54.368]';0.545;-0.61
'[20:02:54.372]';0.5;-0.46
'[20:02:54.376]';0.395;-0.425
'[20:02:54.380]';0.3;-0.385
'[20:02:54.384]';0.195;-0.37
'[20:02:54.388]';0.175;-0.345
'[20:02:54.392]';0.195;-0.335
'[20:02:54.396]';0.19;-0.34
'[20:02:54.400]';0.21;-0.33
'[20:02:54.404]';0.21;-0.34
'[20:02:54.408]';0.255;-0.315
'[20:02:54.412]';0.265;-0.335
'[20:02:54.416]';0.3;-0.335
'[20:02:54.420]';0.245;-0.31
'[20:02:54.424]';0.24;-0.33
'[20:02:54.428]';0.23;-0.325
'[20:02:54.432]';0.265;-0.285
'[20:02:54.436]';0.27;-0.3
'[20:02:54.440]';0.245;-0.28
'[20:02:54.444]';0.25;-0.29
'[20:02:54.448]';0.23;-0.305
'[20:02:54.452]';0.235;-0.305
'[20:02:54.456]';0.25;-0.29
'[20:02:54.460]';0.28;-0.305
'[20:02:54.464]';0.255;-0.295
'[20:02:54.468]';0.27;-0.3
'[20:02:54.472]';0.265;-0.31
'[20:02:54.476]';0.265;-0.32
'[20:02:54.480]';0.24;-0.29
'[20:02:54.484]';0.26;-0.3
'[20:02:54.488]';0.26;-0.265
'[20:02:54.492]';0.25;-0.275
'[20:02:54.496]';0.24;-0.275
'[20:02:54.500]';0.285;-0.26
'[20:02:54.504]';0.26;-0.235
'[20:02:54.508]';0.255;-0.265
'[20:02:54.512]';0.23;-0.265
'[20:02:54.516]';0.28;-0.28
'[20:02:54.520]';0.275;-0.275
'[20:02:54.524]';0.32;-0.275
'[20:02:54.528]';0.285;-0.26
'[20:02:54.532]';0.285;-0.275
'[20:02:54.536]';0.315;-0.28
'[20:02:54.540]';0.31;-0.29
'[20:02:54.544]';0.28;-0.275
'[20:02:54.548]';0.285;-0.265
'[20:02:54.552]';0.275;-0.285
'[20:02:54.556]';0.275;-0.265
'[20:02:54.560]';0.26;-0.28
'[20:02:54.564]';0.255;-0.275
'[20:02:54.568]';0.25;-0.29
'[20:02:54.572]';0.265;-0.295
'[20:02:54.576]';0.215;-0.325
'[20:02:54.580]';0.225;-0.31
'[20:02:54.584]';0.195;-0.33
'[20:02:54.588]';0.23;-0.355
'[20:02:54.592]';0.195;-0.355
'[20:02:54.596]';0.175;-0.385
'[20:02:54.600]';0.15;-0.4
'[20:02:54.604]';0.15;-0.41
'[20:02:54.608]';0.145;-0.405
'[20:02:54.612]';0.11;-0.39
'[20:02:54.616]';0.095;-0.435
'[20:02:54.620]';0.095;-0.44
'[20:02:54.624]';0.075;-0.435
'[20:02:54.628]';0.06;-0.39
'[20:02:54.632]';0.055;-0.41
'[20:02:54.636]';0.065;-0.37
'[20:02:54.640]';0.025;-0.385
'[20:02:54.644]';0.01;-0.37
'[20:02:54.648]';0.02;-0.385
'[20:02:54.652]';0;-0.355
'[20:02:54.656]';-0.01;-0.385
'[20:02:54.660]';0;-0.375
'[20:02:54.664]';0;-0.36
'[20:02:54.668]';0;-0.355
'[20:02:54.672]';0;-0.385
'[20:02:54.676]';0;-0.36
'[20:02:54.680]';0.01;-0.34
'[20:02:54.684]';0.035;-0.365
'[20:02:54.688]';0.075;-0.36
'[20:02:54.692]';0.07;-0.345
'[20:02:54.696]';0.07;-0.365
'[20:02:54.700]';0.08;-0.365
'[20:02:54.704]';0.1;-0.355
'[20:02:54.708]';0.105;-0.38
'[20:02:54.712]';0.13;-0.38
'[20:02:54.716]';0.145;-0.375
'[20:02:54.720]';0.16;-0.4
'[20:02:54.724]';0.14;-0.405
'[20:02:54.728]';0.155;-0.385
'[20:02:54.732]';0.16;-0.385
'[20:02:54.736]';0.195;-0.37
'[20:02:54.740]';0.18;-0.375
'[20:02:54.744]';0.17;-0.355
'[20:02:54.748]';0.205;-0.345
'[20:02:54.752]';0.18;-0.335
'[20:02:54.756]';0.17;-0.33
'[20:02:54.760]';0.185;-0.31
'[20:02:54.764]';0.19;-0.335
'[20:02:54.768]';0.18;-0.34
'[20:02:54.772]';0.205;-0.31
'[20:02:54.776]';0.24;-0.33
'[20:02:54.780]';0.205;-0.355
'[20:02:54.784]';0.215;-0.345
'[20:02:54.788]';0.225;-0.35
'[20:02:54.792]';0.205;-0.36
'[20:02:54.796]';0.225;-0.365
'[20:02:54.800]';0.205;-0.355
'[20:02:54.804]';0.21;-0.36
'[20:02:54.808]';0.2;-0.38
'[20:02:54.812]';0.195;-0.365
'[20:02:54.816]';0.21;-0.33
